map,algorithm,iteration,execution_time,expanded_nodes,frontier_nodes,success_or_failure,cost,solution_path
lvl1,A_STAR,1,1.2498602867126465,32644,38,SUCCESS,78,"[(1, 0), (-1, 0), (-1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (1, 0), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, 1), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (-1, 0), (0, 1), (0, 1), (1, 0), (1, 0), (0, -1), (0, -1)]"
