heuristic,iteration,execution_time,expanded_nodes,total_movements
manhattan_distance,68,0.013254165649414062,329,17
manhattan_distance,69,0.013550758361816406,329,17
manhattan_distance,70,0.013289213180541992,329,17
manhattan_distance,71,0.013779163360595703,329,17
manhattan_distance,72,0.01334691047668457,329,17
manhattan_distance,73,0.01336812973022461,329,17
manhattan_distance,74,0.014625310897827148,329,17
manhattan_distance,75,0.013466119766235352,329,17
manhattan_distance,76,0.013312101364135742,329,17
manhattan_distance,77,0.013390541076660156,329,17
manhattan_distance,78,0.013253211975097656,329,17
manhattan_distance,79,0.013279199600219727,329,17
manhattan_distance,80,0.013285160064697266,329,17
manhattan_distance,81,0.013247489929199219,329,17
manhattan_distance,82,0.013242483139038086,329,17
manhattan_distance,83,0.013517141342163086,329,17
manhattan_distance,84,0.01332712173461914,329,17
manhattan_distance,85,0.013373374938964844,329,17
manhattan_distance,86,0.013328313827514648,329,17
manhattan_distance,87,0.01332235336303711,329,17
manhattan_distance,88,0.014276981353759766,329,17
manhattan_distance,89,0.013332128524780273,329,17
manhattan_distance,90,0.013133764266967773,329,17
manhattan_distance,91,0.013161897659301758,329,17
manhattan_distance,92,0.013240814208984375,329,17
manhattan_distance,93,0.013293743133544922,329,17
manhattan_distance,94,0.013118982315063477,329,17
manhattan_distance,95,0.013195991516113281,329,17
manhattan_distance,96,0.013238191604614258,329,17
manhattan_distance,97,0.013267278671264648,329,17
manhattan_distance,98,0.013433694839477539,329,17
manhattan_distance,99,0.01335000991821289,329,17
manhattan_distance,100,0.013267993927001953,329,17
