strength,dexterity,intelligence,vigor,constitution,height,fitness,generation,parent_selection_method_1,parent_selection_method_2,replacement_selection_method_1,replacement_selection_method_2
60,38,48,28,24,1.95,38.23688884038345,100,ranking,universal,elite,boltzmann
61,37,47,26,27,1.95,38.24248107662483,100,ranking,universal,elite,boltzmann
61,37,47,26,27,1.95,38.24248107662483,100,ranking,universal,elite,boltzmann
62,33,48,27,28,1.95,37.26453349793097,100,ranking,universal,elite,boltzmann
62,36,47,29,24,1.95,37.92673607644233,100,ranking,universal,elite,boltzmann
60,38,48,28,24,1.95,38.23688884038345,100,ranking,universal,elite,boltzmann
60,38,48,28,24,1.95,38.23688884038345,100,ranking,universal,elite,boltzmann
62,34,47,27,28,1.95,37.449915635546546,100,ranking,universal,elite,boltzmann
58,37,46,28,29,1.95,37.09923193598681,100,ranking,universal,elite,boltzmann
58,48,45,20,27,1.9,41.08424060975059,100,ranking,universal,roulette,elite
59,47,46,20,26,1.9,41.336110630050456,100,ranking,universal,roulette,elite
59,47,46,20,26,1.9,41.336110630050456,100,ranking,universal,roulette,elite
59,47,46,20,26,1.9,41.336110630050456,100,ranking,universal,roulette,elite
58,48,45,20,27,1.9,41.08424060975059,100,ranking,universal,roulette,elite
58,48,45,20,27,1.9,41.08424060975059,100,ranking,universal,roulette,elite
59,47,46,20,26,1.9,41.336110630050456,100,ranking,universal,roulette,elite
59,47,46,20,26,1.9,41.336110630050456,100,ranking,universal,roulette,elite
60,47,45,20,26,1.9,41.53515699818993,100,ranking,universal,roulette,elite
58,48,44,21,27,1.9,40.85935116750616,100,ranking,universal,roulette,elite
44,48,38,34,34,1.94,33.631256499978825,100,ranking,universal,roulette,roulette
48,47,37,32,34,1.94,34.97927374584,100,ranking,universal,roulette,roulette
49,48,36,31,34,1.94,35.481223017402066,100,ranking,universal,roulette,roulette
49,48,36,31,34,1.94,35.481223017402066,100,ranking,universal,roulette,roulette
46,48,37,33,34,1.94,34.3595387741547,100,ranking,universal,roulette,roulette
47,46,39,31,35,1.94,34.71611731963556,100,ranking,universal,roulette,roulette
46,45,39,31,37,1.94,34.120307203337646,100,ranking,universal,roulette,roulette
46,46,38,34,34,1.94,34.03326577496133,100,ranking,universal,roulette,roulette
48,47,40,30,33,1.94,35.50568523005524,100,ranking,universal,roulette,roulette
47,46,37,32,36,1.94,34.38767783799484,100,ranking,universal,roulette,roulette
62,32,36,26,42,1.76,32.486126315905395,100,ranking,universal,roulette,ranking
58,38,37,25,40,1.76,33.47372420494163,100,ranking,universal,roulette,ranking
58,38,37,25,40,1.76,33.47372420494163,100,ranking,universal,roulette,ranking
58,38,37,25,40,1.76,33.47372420494163,100,ranking,universal,roulette,ranking
61,33,36,27,41,1.76,32.586666190208746,100,ranking,universal,roulette,ranking
60,35,38,26,39,1.76,33.269744309648786,100,ranking,universal,roulette,ranking
57,37,37,26,41,1.76,33.03224003585898,100,ranking,universal,roulette,ranking
59,36,37,25,41,1.76,33.191689049066326,100,ranking,universal,roulette,ranking
61,33,38,25,41,1.76,32.95064446370647,100,ranking,universal,roulette,ranking
59,35,39,25,40,1.76,33.26733912634631,100,ranking,universal,roulette,ranking
53,59,28,31,27,1.89,38.140591223297506,100,ranking,universal,roulette,universal
50,60,30,31,27,1.89,37.450030548357134,100,ranking,universal,roulette,universal
53,59,28,31,27,1.89,38.140591223297506,100,ranking,universal,roulette,universal
53,59,28,31,27,1.89,38.140591223297506,100,ranking,universal,roulette,universal
50,60,31,30,27,1.89,37.675847368058044,100,ranking,universal,roulette,universal
49,61,30,31,27,1.89,37.205382425732466,100,ranking,universal,roulette,universal
53,60,28,31,26,1.89,38.353296257472934,100,ranking,universal,roulette,universal
53,59,28,31,27,1.89,38.140591223297506,100,ranking,universal,roulette,universal
47,62,29,30,30,1.89,36.38997524097123,100,ranking,universal,roulette,universal
52,58,28,32,28,1.89,37.46798126867949,100,ranking,universal,roulette,universal
54,52,44,24,24,1.87,39.61558396793295,100,ranking,universal,roulette,deterministic_tournament
53,52,46,22,25,1.87,39.61943183646046,100,ranking,universal,roulette,deterministic_tournament
57,53,44,23,21,1.87,41.11369299917138,100,ranking,universal,roulette,deterministic_tournament
57,53,44,23,21,1.87,41.11369299917138,100,ranking,universal,roulette,deterministic_tournament
57,53,45,22,21,1.87,41.33787187979648,100,ranking,universal,roulette,deterministic_tournament
53,54,45,25,21,1.87,39.6864268572008,100,ranking,universal,roulette,deterministic_tournament
54,54,45,23,22,1.87,40.27685451107476,100,ranking,universal,roulette,deterministic_tournament
56,51,44,22,25,1.87,40.30754223677567,100,ranking,universal,roulette,deterministic_tournament
54,52,45,25,22,1.87,39.658297016382114,100,ranking,universal,roulette,deterministic_tournament
54,52,44,24,24,1.87,39.61558396793295,100,ranking,universal,roulette,deterministic_tournament
59,47,32,21,39,1.97,37.37055392614302,100,ranking,universal,roulette,probabilistic_tournament
62,47,31,20,38,1.97,38.06223146163311,100,ranking,universal,roulette,probabilistic_tournament
62,48,31,20,37,1.97,38.38022731545989,100,ranking,universal,roulette,probabilistic_tournament
62,48,31,20,37,1.97,38.38022731545989,100,ranking,universal,roulette,probabilistic_tournament
59,47,32,20,40,1.97,37.36107294531333,100,ranking,universal,roulette,probabilistic_tournament
59,47,32,20,40,1.97,37.36107294531333,100,ranking,universal,roulette,probabilistic_tournament
61,47,31,21,38,1.97,37.76089544829685,100,ranking,universal,roulette,probabilistic_tournament
63,47,31,19,38,1.97,38.3584529185077,100,ranking,universal,roulette,probabilistic_tournament
59,47,32,21,39,1.97,37.37055392614302,100,ranking,universal,roulette,probabilistic_tournament
59,47,32,20,40,1.97,37.36107294531333,100,ranking,universal,roulette,probabilistic_tournament
58,50,38,22,30,1.98,38.543372473181925,100,ranking,universal,roulette,boltzmann
60,47,35,22,34,1.98,37.82126310390403,100,ranking,universal,roulette,boltzmann
58,50,38,22,30,1.98,38.543372473181925,100,ranking,universal,roulette,boltzmann
58,50,38,22,30,1.98,38.543372473181925,100,ranking,universal,roulette,boltzmann
59,47,36,21,35,1.98,37.735452075938504,100,ranking,universal,roulette,boltzmann
60,46,34,23,35,1.98,37.316706836617314,100,ranking,universal,roulette,boltzmann
56,51,39,22,30,1.98,38.276145125018225,100,ranking,universal,roulette,boltzmann
57,50,37,22,32,1.98,38.03905911602759,100,ranking,universal,roulette,boltzmann
58,49,35,24,32,1.98,37.68184082534447,100,ranking,universal,roulette,boltzmann
56,49,38,22,33,1.98,37.634240735814544,100,ranking,universal,roulette,boltzmann
57,49,39,19,34,1.73,35.221495038285866,100,ranking,universal,ranking,elite
57,49,39,19,34,1.73,35.221495038285866,100,ranking,universal,ranking,elite
57,49,39,19,34,1.73,35.221495038285866,100,ranking,universal,ranking,elite
57,49,39,19,34,1.73,35.221495038285866,100,ranking,universal,ranking,elite
56,48,39,22,33,1.73,34.70307391380332,100,ranking,universal,ranking,elite
57,49,39,19,34,1.73,35.221495038285866,100,ranking,universal,ranking,elite
57,49,39,19,34,1.73,35.221495038285866,100,ranking,universal,ranking,elite
57,49,39,19,34,1.73,35.221495038285866,100,ranking,universal,ranking,elite
58,47,40,19,34,1.73,35.2343104336709,100,ranking,universal,ranking,elite
56,48,38,19,37,1.73,34.63828140799814,100,ranking,universal,ranking,elite
47,54,37,32,28,1.88,35.8522924829629,100,ranking,universal,ranking,roulette
50,52,36,32,28,1.88,36.5492236937047,100,ranking,universal,ranking,roulette
51,52,35,33,27,1.88,36.713809368397975,100,ranking,universal,ranking,roulette
51,52,35,33,27,1.88,36.713809368397975,100,ranking,universal,ranking,roulette
46,54,39,31,28,1.88,35.73900103612222,100,ranking,universal,ranking,roulette
46,54,39,31,28,1.88,35.73900103612222,100,ranking,universal,ranking,roulette
50,52,36,32,28,1.88,36.5492236937047,100,ranking,universal,ranking,roulette
50,52,36,32,28,1.88,36.5492236937047,100,ranking,universal,ranking,roulette
49,55,36,31,27,1.88,36.814037527765194,100,ranking,universal,ranking,roulette
48,54,36,32,28,1.88,36.14069045838673,100,ranking,universal,ranking,roulette
55,47,36,22,38,1.8,35.67158671361905,100,ranking,universal,ranking,ranking
50,47,39,23,39,1.8,34.56043922020831,100,ranking,universal,ranking,ranking
56,49,38,22,33,1.8,36.76066278935067,100,ranking,universal,ranking,ranking
56,49,38,22,33,1.8,36.76066278935067,100,ranking,universal,ranking,ranking
51,48,40,23,36,1.8,35.22324836740839,100,ranking,universal,ranking,ranking
50,47,39,22,40,1.8,34.56977004392812,100,ranking,universal,ranking,ranking
50,50,37,23,38,1.8,34.8386517533647,100,ranking,universal,ranking,ranking
57,47,39,22,33,1.8,36.76749268525927,100,ranking,universal,ranking,ranking
51,49,40,24,34,1.8,35.37692539229168,100,ranking,universal,ranking,ranking
50,47,39,22,40,1.8,34.56977004392812,100,ranking,universal,ranking,ranking
52,43,45,34,24,1.91,36.511720980821245,100,ranking,universal,ranking,universal
53,46,42,34,23,1.91,37.23132691375068,100,ranking,universal,ranking,universal
54,45,44,31,24,1.91,37.886862921722184,100,ranking,universal,ranking,universal
54,45,44,31,24,1.91,37.886862921722184,100,ranking,universal,ranking,universal
51,46,47,32,22,1.91,37.241959640051206,100,ranking,universal,ranking,universal
53,46,42,34,23,1.91,37.23132691375068,100,ranking,universal,ranking,universal
51,45,45,32,25,1.91,36.8202234682701,100,ranking,universal,ranking,universal
52,43,46,33,24,1.91,36.7212319003401,100,ranking,universal,ranking,universal
52,43,47,32,24,1.91,36.9279439845471,100,ranking,universal,ranking,universal
52,44,46,33,23,1.91,36.953893731004364,100,ranking,universal,ranking,universal
52,43,44,31,28,1.91,36.68346679998111,100,ranking,universal,ranking,deterministic_tournament
54,44,44,28,28,1.91,37.88510950707597,100,ranking,universal,ranking,deterministic_tournament
54,44,44,28,28,1.91,37.88510950707597,100,ranking,universal,ranking,deterministic_tournament
54,44,44,28,28,1.91,37.88510950707597,100,ranking,universal,ranking,deterministic_tournament
54,44,44,28,28,1.91,37.88510950707597,100,ranking,universal,ranking,deterministic_tournament
54,44,44,28,28,1.91,37.88510950707597,100,ranking,universal,ranking,deterministic_tournament
53,43,45,29,28,1.91,37.32640991746795,100,ranking,universal,ranking,deterministic_tournament
55,42,44,30,27,1.91,37.54002671666567,100,ranking,universal,ranking,deterministic_tournament
53,44,44,29,28,1.91,37.45061866621699,100,ranking,universal,ranking,deterministic_tournament
52,44,46,28,28,1.91,37.4181378197669,100,ranking,universal,ranking,deterministic_tournament
54,53,36,29,26,1.77,35.2662959367085,100,ranking,universal,ranking,probabilistic_tournament
54,53,37,29,25,1.77,35.35996046658362,100,ranking,universal,ranking,probabilistic_tournament
55,53,37,28,25,1.77,35.7311465112555,100,ranking,universal,ranking,probabilistic_tournament
55,53,37,28,25,1.77,35.7311465112555,100,ranking,universal,ranking,probabilistic_tournament
52,54,37,30,25,1.77,34.83123771237935,100,ranking,universal,ranking,probabilistic_tournament
54,54,36,29,25,1.77,35.40880078649578,100,ranking,universal,ranking,probabilistic_tournament
55,52,38,28,25,1.77,35.675453087960676,100,ranking,universal,ranking,probabilistic_tournament
52,54,37,30,25,1.77,34.83123771237935,100,ranking,universal,ranking,probabilistic_tournament
54,53,36,29,26,1.77,35.2662959367085,100,ranking,universal,ranking,probabilistic_tournament
53,53,36,29,27,1.77,34.988799875730685,100,ranking,universal,ranking,probabilistic_tournament
54,58,33,23,30,1.88,39.48540800183659,100,ranking,universal,ranking,boltzmann
54,58,33,23,30,1.88,39.48540800183659,100,ranking,universal,ranking,boltzmann
58,57,34,21,28,1.88,41.14753677419499,100,ranking,universal,ranking,boltzmann
58,57,34,21,28,1.88,41.14753677419499,100,ranking,universal,ranking,boltzmann
53,56,32,29,28,1.88,38.15470426823996,100,ranking,universal,ranking,boltzmann
56,57,32,23,30,1.88,39.861752746867424,100,ranking,universal,ranking,boltzmann
53,57,31,29,28,1.88,38.2011189906051,100,ranking,universal,ranking,boltzmann
55,56,29,30,28,1.88,38.32022336596499,100,ranking,universal,ranking,boltzmann
54,58,33,24,29,1.88,39.447531456081606,100,ranking,universal,ranking,boltzmann
52,56,33,28,29,1.88,37.98377135144495,100,ranking,universal,ranking,boltzmann
62,54,35,19,28,1.35,34.27891843856811,100,ranking,universal,universal,elite
62,52,38,18,28,1.35,34.38309575747788,100,ranking,universal,universal,elite
62,52,38,18,28,1.35,34.38309575747788,100,ranking,universal,universal,elite
62,52,38,18,28,1.35,34.38309575747788,100,ranking,universal,universal,elite
60,53,38,19,28,1.35,34.08439656565781,100,ranking,universal,universal,elite
61,54,35,18,30,1.35,34.12580770605597,100,ranking,universal,universal,elite
60,52,38,19,29,1.35,33.95692504711199,100,ranking,universal,universal,elite
60,52,38,19,29,1.35,33.95692504711199,100,ranking,universal,universal,elite
62,54,35,19,28,1.35,34.27891843856811,100,ranking,universal,universal,elite
62,52,38,18,28,1.35,34.38309575747788,100,ranking,universal,universal,elite
57,51,39,26,25,1.5,35.75933563292132,100,ranking,universal,universal,roulette
57,50,40,24,27,1.5,35.866854480790856,100,ranking,universal,universal,roulette
57,52,39,25,25,1.5,36.00643080058816,100,ranking,universal,universal,roulette
57,52,39,25,25,1.5,36.00643080058816,100,ranking,universal,universal,roulette
55,50,39,26,28,1.5,35.10224347643931,100,ranking,universal,universal,roulette
57,51,39,26,25,1.5,35.75933563292132,100,ranking,universal,universal,roulette
57,52,39,26,24,1.5,35.912964325658756,100,ranking,universal,universal,roulette
55,51,39,25,28,1.5,35.331421694095766,100,ranking,universal,universal,roulette
57,52,38,26,25,1.5,35.819227118634586,100,ranking,universal,universal,roulette
56,52,39,25,26,1.5,35.746823539963984,100,ranking,universal,universal,roulette
44,41,42,20,51,1.96,32.65470322350768,100,ranking,universal,universal,ranking
43,40,47,26,42,1.96,32.811328862289166,100,ranking,universal,universal,ranking
51,41,46,21,39,1.96,36.00390465287855,100,ranking,universal,universal,ranking
51,41,46,21,39,1.96,36.00390465287855,100,ranking,universal,universal,ranking
47,40,41,21,49,1.96,33.42848086029646,100,ranking,universal,universal,ranking
47,40,41,21,49,1.96,33.42848086029646,100,ranking,universal,universal,ranking
46,42,47,23,40,1.96,34.45682331090204,100,ranking,universal,universal,ranking
49,40,40,19,50,1.96,33.91003212086627,100,ranking,universal,universal,ranking
43,40,43,23,49,1.96,32.282228757005306,100,ranking,universal,universal,ranking
50,42,43,21,42,1.96,35.41044143503513,100,ranking,universal,universal,ranking
51,46,42,24,35,1.87,36.73921399018245,100,ranking,universal,universal,universal
51,46,42,24,35,1.87,36.73921399018245,100,ranking,universal,universal,universal
54,45,42,23,34,1.87,37.63359967468077,100,ranking,universal,universal,universal
54,45,42,23,34,1.87,37.63359967468077,100,ranking,universal,universal,universal
54,43,42,24,35,1.87,37.05862632999712,100,ranking,universal,universal,universal
52,44,43,24,35,1.87,36.76887945540412,100,ranking,universal,universal,universal
55,45,40,23,35,1.87,37.64416314166793,100,ranking,universal,universal,universal
53,44,42,23,36,1.87,37.003558310954,100,ranking,universal,universal,universal
51,45,43,24,35,1.87,36.647289773357585,100,ranking,universal,universal,universal
51,46,41,25,35,1.87,36.54909003005252,100,ranking,universal,universal,universal
52,44,35,37,30,1.85,34.455778297321515,100,ranking,universal,universal,deterministic_tournament
52,44,35,37,30,1.85,34.455778297321515,100,ranking,universal,universal,deterministic_tournament
52,44,35,37,30,1.85,34.455778297321515,100,ranking,universal,universal,deterministic_tournament
52,44,35,37,30,1.85,34.455778297321515,100,ranking,universal,universal,deterministic_tournament
52,44,35,37,30,1.85,34.455778297321515,100,ranking,universal,universal,deterministic_tournament
52,44,35,37,30,1.85,34.455778297321515,100,ranking,universal,universal,deterministic_tournament
52,44,35,37,30,1.85,34.455778297321515,100,ranking,universal,universal,deterministic_tournament
52,44,35,37,30,1.85,34.455778297321515,100,ranking,universal,universal,deterministic_tournament
52,44,35,37,30,1.85,34.455778297321515,100,ranking,universal,universal,deterministic_tournament
52,44,35,37,30,1.85,34.455778297321515,100,ranking,universal,universal,deterministic_tournament
50,49,39,31,29,1.51,33.12530901853498,100,ranking,universal,universal,probabilistic_tournament
49,51,41,25,32,1.51,33.69196431687336,100,ranking,universal,universal,probabilistic_tournament
51,48,44,25,30,1.51,34.108379412815744,100,ranking,universal,universal,probabilistic_tournament
51,48,44,25,30,1.51,34.108379412815744,100,ranking,universal,universal,probabilistic_tournament
50,51,41,24,32,1.51,34.04240731466602,100,ranking,universal,universal,probabilistic_tournament
50,48,44,24,32,1.51,33.90277944245911,100,ranking,universal,universal,probabilistic_tournament
50,49,39,31,29,1.51,33.12530901853498,100,ranking,universal,universal,probabilistic_tournament
50,49,39,31,29,1.51,33.12530901853498,100,ranking,universal,universal,probabilistic_tournament
50,49,41,26,32,1.51,33.66974353658978,100,ranking,universal,universal,probabilistic_tournament
49,50,44,23,32,1.51,33.9246050387376,100,ranking,universal,universal,probabilistic_tournament
59,54,31,25,29,1.92,40.293471095063765,100,ranking,universal,universal,boltzmann
58,51,30,27,32,1.92,38.772887997764435,100,ranking,universal,universal,boltzmann
59,54,31,25,29,1.92,40.293471095063765,100,ranking,universal,universal,boltzmann
59,54,31,25,29,1.92,40.293471095063765,100,ranking,universal,universal,boltzmann
58,52,31,27,30,1.92,39.276627201117954,100,ranking,universal,universal,boltzmann
59,54,31,25,29,1.92,40.293471095063765,100,ranking,universal,universal,boltzmann
58,51,31,26,32,1.92,39.027449946588916,100,ranking,universal,universal,boltzmann
58,54,29,29,28,1.92,39.31200914417121,100,ranking,universal,universal,boltzmann
58,54,31,26,29,1.92,39.88003821906268,100,ranking,universal,universal,boltzmann
57,54,31,27,29,1.92,39.46094857728535,100,ranking,universal,universal,boltzmann
53,40,47,28,30,1.88,36.595894978248054,100,ranking,universal,deterministic_tournament,elite
54,40,47,27,30,1.88,37.00089002674869,100,ranking,universal,deterministic_tournament,elite
54,40,47,27,30,1.88,37.00089002674869,100,ranking,universal,deterministic_tournament,elite
54,40,47,27,30,1.88,37.00089002674869,100,ranking,universal,deterministic_tournament,elite
54,40,47,27,30,1.88,37.00089002674869,100,ranking,universal,deterministic_tournament,elite
53,40,47,28,30,1.88,36.595894978248054,100,ranking,universal,deterministic_tournament,elite
55,37,48,28,30,1.88,36.55675632785385,100,ranking,universal,deterministic_tournament,elite
54,41,46,28,29,1.88,37.06527599990956,100,ranking,universal,deterministic_tournament,elite
53,40,47,27,31,1.88,36.66465397349724,100,ranking,universal,deterministic_tournament,elite
54,39,47,28,30,1.88,36.662099663644426,100,ranking,universal,deterministic_tournament,elite
57,54,33,30,24,1.86,38.8196319596057,100,ranking,universal,deterministic_tournament,roulette
59,54,32,30,23,1.86,39.32567219143604,100,ranking,universal,deterministic_tournament,roulette
59,54,32,30,23,1.86,39.32567219143604,100,ranking,universal,deterministic_tournament,roulette
59,54,32,30,23,1.86,39.32567219143604,100,ranking,universal,deterministic_tournament,roulette
57,55,32,32,22,1.86,38.71188000432524,100,ranking,universal,deterministic_tournament,roulette
57,50,31,35,25,1.86,37.124612202147375,100,ranking,universal,deterministic_tournament,roulette
56,53,33,31,25,1.86,38.16507447063296,100,ranking,universal,deterministic_tournament,roulette
60,52,33,30,23,1.86,39.322387668781545,100,ranking,universal,deterministic_tournament,roulette
58,51,34,31,24,1.86,38.5150187617981,100,ranking,universal,deterministic_tournament,roulette
58,52,31,34,23,1.86,37.999380180337305,100,ranking,universal,deterministic_tournament,roulette
56,51,32,30,29,1.93,38.27242292553568,100,ranking,universal,deterministic_tournament,ranking
53,52,32,32,29,1.93,37.30980870144574,100,ranking,universal,deterministic_tournament,ranking
56,51,32,30,29,1.93,38.27242292553568,100,ranking,universal,deterministic_tournament,ranking
56,51,32,30,29,1.93,38.27242292553568,100,ranking,universal,deterministic_tournament,ranking
54,51,31,33,29,1.93,37.19325149115248,100,ranking,universal,deterministic_tournament,ranking
56,51,32,30,29,1.93,38.27242292553568,100,ranking,universal,deterministic_tournament,ranking
56,51,32,30,29,1.93,38.27242292553568,100,ranking,universal,deterministic_tournament,ranking
56,51,31,31,29,1.93,38.02378896730471,100,ranking,universal,deterministic_tournament,ranking
53,49,32,35,29,1.93,36.39013720723075,100,ranking,universal,deterministic_tournament,ranking
56,51,31,31,29,1.93,38.02378896730471,100,ranking,universal,deterministic_tournament,ranking
65,42,42,20,29,1.95,40.550985543600206,100,ranking,universal,deterministic_tournament,universal
66,41,41,20,30,1.95,40.27459527761912,100,ranking,universal,deterministic_tournament,universal
65,42,42,20,29,1.95,40.550985543600206,100,ranking,universal,deterministic_tournament,universal
65,42,42,20,29,1.95,40.550985543600206,100,ranking,universal,deterministic_tournament,universal
66,40,42,20,30,1.95,40.12281239332895,100,ranking,universal,deterministic_tournament,universal
64,40,41,24,29,1.95,39.173665719503454,100,ranking,universal,deterministic_tournament,universal
65,40,40,24,29,1.95,39.24941136326218,100,ranking,universal,deterministic_tournament,universal
68,38,42,20,30,1.95,39.915030648006606,100,ranking,universal,deterministic_tournament,universal
65,39,41,24,29,1.95,39.09731973627352,100,ranking,universal,deterministic_tournament,universal
65,39,41,24,29,1.95,39.09731973627352,100,ranking,universal,deterministic_tournament,universal
60,42,50,20,26,1.45,36.89123449912119,100,ranking,universal,deterministic_tournament,deterministic_tournament
60,42,50,20,26,1.45,36.89123449912119,100,ranking,universal,deterministic_tournament,deterministic_tournament
59,44,49,20,26,1.45,36.975628554690886,100,ranking,universal,deterministic_tournament,deterministic_tournament
59,44,49,20,26,1.45,36.975628554690886,100,ranking,universal,deterministic_tournament,deterministic_tournament
57,44,49,21,27,1.45,36.38155125405925,100,ranking,universal,deterministic_tournament,deterministic_tournament
58,42,51,20,27,1.45,36.486525702020586,100,ranking,universal,deterministic_tournament,deterministic_tournament
58,42,50,20,28,1.45,36.40074707879878,100,ranking,universal,deterministic_tournament,deterministic_tournament
58,42,50,20,28,1.45,36.40074707879878,100,ranking,universal,deterministic_tournament,deterministic_tournament
60,42,50,19,27,1.45,36.96916368367877,100,ranking,universal,deterministic_tournament,deterministic_tournament
58,43,49,22,26,1.45,36.355681305768556,100,ranking,universal,deterministic_tournament,deterministic_tournament
59,47,38,25,29,1.85,38.622347275197725,100,ranking,universal,deterministic_tournament,probabilistic_tournament
58,47,38,25,30,1.85,38.303614253004255,100,ranking,universal,deterministic_tournament,probabilistic_tournament
59,48,37,24,30,1.85,38.76795455193674,100,ranking,universal,deterministic_tournament,probabilistic_tournament
59,48,37,24,30,1.85,38.76795455193674,100,ranking,universal,deterministic_tournament,probabilistic_tournament
60,47,36,26,29,1.85,38.5186571439293,100,ranking,universal,deterministic_tournament,probabilistic_tournament
59,46,37,26,30,1.85,38.11670700428407,100,ranking,universal,deterministic_tournament,probabilistic_tournament
59,48,37,24,30,1.85,38.76795455193674,100,ranking,universal,deterministic_tournament,probabilistic_tournament
59,48,37,25,29,1.85,38.71776891757025,100,ranking,universal,deterministic_tournament,probabilistic_tournament
58,47,38,25,30,1.85,38.303614253004255,100,ranking,universal,deterministic_tournament,probabilistic_tournament
58,47,38,26,29,1.85,38.24833213216552,100,ranking,universal,deterministic_tournament,probabilistic_tournament
47,47,35,31,38,1.98,33.41407358673624,100,ranking,universal,deterministic_tournament,boltzmann
47,47,35,31,38,1.98,33.41407358673624,100,ranking,universal,deterministic_tournament,boltzmann
47,47,35,31,38,1.98,33.41407358673624,100,ranking,universal,deterministic_tournament,boltzmann
47,47,35,31,38,1.98,33.41407358673624,100,ranking,universal,deterministic_tournament,boltzmann
47,47,35,31,38,1.98,33.41407358673624,100,ranking,universal,deterministic_tournament,boltzmann
47,47,35,31,38,1.98,33.41407358673624,100,ranking,universal,deterministic_tournament,boltzmann
47,47,35,31,38,1.98,33.41407358673624,100,ranking,universal,deterministic_tournament,boltzmann
47,47,35,31,38,1.98,33.41407358673624,100,ranking,universal,deterministic_tournament,boltzmann
47,47,35,31,38,1.98,33.41407358673624,100,ranking,universal,deterministic_tournament,boltzmann
47,47,35,31,38,1.98,33.41407358673624,100,ranking,universal,deterministic_tournament,boltzmann
51,50,32,28,37,1.7,32.24404908100841,100,ranking,universal,probabilistic_tournament,elite
51,50,32,28,37,1.7,32.24404908100841,100,ranking,universal,probabilistic_tournament,elite
51,50,32,28,37,1.7,32.24404908100841,100,ranking,universal,probabilistic_tournament,elite
51,50,32,28,37,1.7,32.24404908100841,100,ranking,universal,probabilistic_tournament,elite
51,50,32,28,37,1.7,32.24404908100841,100,ranking,universal,probabilistic_tournament,elite
51,50,32,28,37,1.7,32.24404908100841,100,ranking,universal,probabilistic_tournament,elite
51,50,32,28,37,1.7,32.24404908100841,100,ranking,universal,probabilistic_tournament,elite
51,50,32,28,37,1.7,32.24404908100841,100,ranking,universal,probabilistic_tournament,elite
51,50,32,28,37,1.7,32.24404908100841,100,ranking,universal,probabilistic_tournament,elite
51,50,32,28,37,1.7,32.24404908100841,100,ranking,universal,probabilistic_tournament,elite
54,53,40,29,22,1.84,38.025048643024746,100,ranking,universal,probabilistic_tournament,roulette
55,55,40,29,19,1.84,38.763520670723494,100,ranking,universal,probabilistic_tournament,roulette
56,55,41,26,20,1.84,39.557827696856535,100,ranking,universal,probabilistic_tournament,roulette
56,55,41,26,20,1.84,39.557827696856535,100,ranking,universal,probabilistic_tournament,roulette
53,55,38,29,23,1.84,37.81302819853244,100,ranking,universal,probabilistic_tournament,roulette
53,53,40,31,21,1.84,37.46020365542439,100,ranking,universal,probabilistic_tournament,roulette
55,54,41,27,21,1.84,38.89436639758455,100,ranking,universal,probabilistic_tournament,roulette
54,53,41,29,21,1.84,38.13504294238618,100,ranking,universal,probabilistic_tournament,roulette
53,55,40,29,21,1.84,38.039507589661405,100,ranking,universal,probabilistic_tournament,roulette
54,53,38,31,22,1.84,37.59100246390464,100,ranking,universal,probabilistic_tournament,roulette
38,47,40,28,45,1.93,31.405451802616998,100,ranking,universal,probabilistic_tournament,ranking
50,47,39,28,34,1.93,36.34764768592729,100,ranking,universal,probabilistic_tournament,ranking
52,46,39,28,33,1.93,36.860582611315586,100,ranking,universal,probabilistic_tournament,ranking
52,46,39,28,33,1.93,36.860582611315586,100,ranking,universal,probabilistic_tournament,ranking
50,45,37,31,35,1.93,35.413902335343806,100,ranking,universal,probabilistic_tournament,ranking
38,47,39,29,45,1.93,31.269909968828394,100,ranking,universal,probabilistic_tournament,ranking
49,48,40,29,32,1.93,36.28369051884745,100,ranking,universal,probabilistic_tournament,ranking
42,48,40,30,38,1.93,33.320499003447715,100,ranking,universal,probabilistic_tournament,ranking
51,45,39,28,35,1.93,36.235379068990895,100,ranking,universal,probabilistic_tournament,ranking
50,48,39,28,33,1.93,36.584583073715365,100,ranking,universal,probabilistic_tournament,ranking
62,41,41,21,33,1.88,39.15449060685753,100,ranking,universal,probabilistic_tournament,universal
56,41,43,25,33,1.88,37.46723581100863,100,ranking,universal,probabilistic_tournament,universal
62,41,43,20,32,1.88,39.59213800306821,100,ranking,universal,probabilistic_tournament,universal
62,41,43,20,32,1.88,39.59213800306821,100,ranking,universal,probabilistic_tournament,universal
62,40,41,24,31,1.88,38.70052988896954,100,ranking,universal,probabilistic_tournament,universal
58,43,42,21,34,1.88,38.70893942736656,100,ranking,universal,probabilistic_tournament,universal
63,40,43,20,32,1.88,39.553498693768276,100,ranking,universal,probabilistic_tournament,universal
62,42,41,20,33,1.88,39.524880955174126,100,ranking,universal,probabilistic_tournament,universal
63,39,44,21,31,1.88,39.36369530900941,100,ranking,universal,probabilistic_tournament,universal
56,42,42,25,33,1.88,37.59022892847002,100,ranking,universal,probabilistic_tournament,universal
58,44,40,30,26,1.37,33.23286430998202,100,ranking,universal,probabilistic_tournament,deterministic_tournament
58,44,40,30,26,1.37,33.23286430998202,100,ranking,universal,probabilistic_tournament,deterministic_tournament
58,44,40,30,26,1.37,33.23286430998202,100,ranking,universal,probabilistic_tournament,deterministic_tournament
