strength,dexterity,intelligence,vigor,constitution,height,fitness,generation,parent_selection_method_1,parent_selection_method_2,replacement_selection_method_1,replacement_selection_method_2
49,37,40,36,36,1.85,32.785620886810754,100,elite,elite,elite,elite
49,37,40,36,36,1.85,32.785620886810754,100,elite,elite,elite,elite
49,37,40,36,36,1.85,32.785620886810754,100,elite,elite,elite,elite
49,37,40,36,36,1.85,32.785620886810754,100,elite,elite,elite,elite
49,37,40,36,36,1.85,32.785620886810754,100,elite,elite,elite,elite
49,37,40,36,36,1.85,32.785620886810754,100,elite,elite,elite,elite
49,37,40,36,36,1.85,32.785620886810754,100,elite,elite,elite,elite
49,37,40,36,36,1.85,32.785620886810754,100,elite,elite,elite,elite
49,37,40,36,36,1.85,32.785620886810754,100,elite,elite,elite,elite
49,37,40,36,36,1.85,32.785620886810754,100,elite,elite,elite,elite
45,42,36,34,41,1.95,32.46948900194716,100,elite,elite,elite,roulette
45,42,36,34,41,1.95,32.46948900194716,100,elite,elite,elite,roulette
45,42,36,34,41,1.95,32.46948900194716,100,elite,elite,elite,roulette
45,42,36,34,41,1.95,32.46948900194716,100,elite,elite,elite,roulette
45,42,36,34,41,1.95,32.46948900194716,100,elite,elite,elite,roulette
45,42,36,34,41,1.95,32.46948900194716,100,elite,elite,elite,roulette
45,42,36,34,41,1.95,32.46948900194716,100,elite,elite,elite,roulette
45,42,36,34,41,1.95,32.46948900194716,100,elite,elite,elite,roulette
45,42,36,34,41,1.95,32.46948900194716,100,elite,elite,elite,roulette
45,42,36,34,41,1.95,32.46948900194716,100,elite,elite,elite,roulette
44,49,37,32,36,1.97,33.21248516433422,100,elite,elite,elite,ranking
44,49,37,32,36,1.97,33.21248516433422,100,elite,elite,elite,ranking
44,49,37,32,36,1.97,33.21248516433422,100,elite,elite,elite,ranking
44,49,37,32,36,1.97,33.21248516433422,100,elite,elite,elite,ranking
44,49,37,32,36,1.97,33.21248516433422,100,elite,elite,elite,ranking
44,49,37,32,36,1.97,33.21248516433422,100,elite,elite,elite,ranking
44,49,37,32,36,1.97,33.21248516433422,100,elite,elite,elite,ranking
44,49,37,32,36,1.97,33.21248516433422,100,elite,elite,elite,ranking
44,49,37,32,36,1.97,33.21248516433422,100,elite,elite,elite,ranking
44,49,37,32,36,1.97,33.21248516433422,100,elite,elite,elite,ranking
47,37,44,31,39,1.8,32.16244962405784,100,elite,elite,elite,universal
47,37,44,31,39,1.8,32.16244962405784,100,elite,elite,elite,universal
47,37,44,31,39,1.8,32.16244962405784,100,elite,elite,elite,universal
47,37,44,31,39,1.8,32.16244962405784,100,elite,elite,elite,universal
47,37,44,31,39,1.8,32.16244962405784,100,elite,elite,elite,universal
47,37,44,31,39,1.8,32.16244962405784,100,elite,elite,elite,universal
47,37,44,31,39,1.8,32.16244962405784,100,elite,elite,elite,universal
47,37,44,31,39,1.8,32.16244962405784,100,elite,elite,elite,universal
47,37,44,31,39,1.8,32.16244962405784,100,elite,elite,elite,universal
47,37,44,31,39,1.8,32.16244962405784,100,elite,elite,elite,universal
42,50,33,42,31,1.93,32.09727889691736,100,elite,elite,elite,deterministic_tournament
42,50,33,42,31,1.93,32.09727889691736,100,elite,elite,elite,deterministic_tournament
42,50,33,42,31,1.93,32.09727889691736,100,elite,elite,elite,deterministic_tournament
42,50,33,42,31,1.93,32.09727889691736,100,elite,elite,elite,deterministic_tournament
42,50,33,42,31,1.93,32.09727889691736,100,elite,elite,elite,deterministic_tournament
42,50,33,42,31,1.93,32.09727889691736,100,elite,elite,elite,deterministic_tournament
42,50,33,42,31,1.93,32.09727889691736,100,elite,elite,elite,deterministic_tournament
42,50,33,42,31,1.93,32.09727889691736,100,elite,elite,elite,deterministic_tournament
42,50,33,42,31,1.93,32.09727889691736,100,elite,elite,elite,deterministic_tournament
42,50,33,42,31,1.93,32.09727889691736,100,elite,elite,elite,deterministic_tournament
47,43,42,35,31,1.93,34.28072210191455,100,elite,elite,elite,probabilistic_tournament
47,43,42,35,31,1.93,34.28072210191455,100,elite,elite,elite,probabilistic_tournament
47,43,42,35,31,1.93,34.28072210191455,100,elite,elite,elite,probabilistic_tournament
47,43,42,35,31,1.93,34.28072210191455,100,elite,elite,elite,probabilistic_tournament
47,43,42,35,31,1.93,34.28072210191455,100,elite,elite,elite,probabilistic_tournament
47,43,42,35,31,1.93,34.28072210191455,100,elite,elite,elite,probabilistic_tournament
47,43,42,35,31,1.93,34.28072210191455,100,elite,elite,elite,probabilistic_tournament
47,43,42,35,31,1.93,34.28072210191455,100,elite,elite,elite,probabilistic_tournament
47,43,42,35,31,1.93,34.28072210191455,100,elite,elite,elite,probabilistic_tournament
47,43,42,35,31,1.93,34.28072210191455,100,elite,elite,elite,probabilistic_tournament
46,46,36,32,38,1.88,33.7874183423117,100,elite,elite,elite,boltzmann
46,46,36,32,38,1.88,33.7874183423117,100,elite,elite,elite,boltzmann
46,46,36,32,38,1.88,33.7874183423117,100,elite,elite,elite,boltzmann
46,46,36,32,38,1.88,33.7874183423117,100,elite,elite,elite,boltzmann
46,46,36,32,38,1.88,33.7874183423117,100,elite,elite,elite,boltzmann
46,46,36,32,38,1.88,33.7874183423117,100,elite,elite,elite,boltzmann
46,46,36,32,38,1.88,33.7874183423117,100,elite,elite,elite,boltzmann
46,46,36,32,38,1.88,33.7874183423117,100,elite,elite,elite,boltzmann
46,46,36,32,38,1.88,33.7874183423117,100,elite,elite,elite,boltzmann
46,46,36,32,38,1.88,33.7874183423117,100,elite,elite,elite,boltzmann
48,42,43,32,33,1.53,31.78960875416402,100,elite,elite,roulette,elite
48,42,43,32,33,1.53,31.78960875416402,100,elite,elite,roulette,elite
48,42,43,32,33,1.53,31.78960875416402,100,elite,elite,roulette,elite
48,42,43,32,33,1.53,31.78960875416402,100,elite,elite,roulette,elite
48,42,43,32,33,1.53,31.78960875416402,100,elite,elite,roulette,elite
48,42,43,32,33,1.53,31.78960875416402,100,elite,elite,roulette,elite
48,42,43,32,33,1.53,31.78960875416402,100,elite,elite,roulette,elite
48,42,43,32,33,1.53,31.78960875416402,100,elite,elite,roulette,elite
48,42,43,32,33,1.53,31.78960875416402,100,elite,elite,roulette,elite
48,42,43,32,33,1.53,31.78960875416402,100,elite,elite,roulette,elite
45,41,42,35,35,1.95,32.95125071569921,100,elite,elite,roulette,roulette
45,41,42,35,35,1.95,32.95125071569921,100,elite,elite,roulette,roulette
45,41,42,35,35,1.95,32.95125071569921,100,elite,elite,roulette,roulette
45,41,42,35,35,1.95,32.95125071569921,100,elite,elite,roulette,roulette
45,41,42,35,35,1.95,32.95125071569921,100,elite,elite,roulette,roulette
45,41,42,35,35,1.95,32.95125071569921,100,elite,elite,roulette,roulette
45,41,42,35,35,1.95,32.95125071569921,100,elite,elite,roulette,roulette
45,41,42,35,35,1.95,32.95125071569921,100,elite,elite,roulette,roulette
45,41,42,35,35,1.95,32.95125071569921,100,elite,elite,roulette,roulette
45,41,42,35,35,1.95,32.95125071569921,100,elite,elite,roulette,roulette
49,41,43,28,37,2.0,33.12992978452999,100,elite,elite,roulette,ranking
49,41,43,28,37,2.0,33.12992978452999,100,elite,elite,roulette,ranking
49,41,43,28,37,2.0,33.12992978452999,100,elite,elite,roulette,ranking
49,41,43,28,37,2.0,33.12992978452999,100,elite,elite,roulette,ranking
49,41,43,28,37,2.0,33.12992978452999,100,elite,elite,roulette,ranking
49,41,43,28,37,2.0,33.12992978452999,100,elite,elite,roulette,ranking
49,41,43,28,37,2.0,33.12992978452999,100,elite,elite,roulette,ranking
49,41,43,28,37,2.0,33.12992978452999,100,elite,elite,roulette,ranking
49,41,43,28,37,2.0,33.12992978452999,100,elite,elite,roulette,ranking
49,41,43,28,37,2.0,33.12992978452999,100,elite,elite,roulette,ranking
46,52,28,30,42,1.89,33.84822321617266,100,elite,elite,roulette,universal
46,52,28,30,42,1.89,33.84822321617266,100,elite,elite,roulette,universal
46,52,28,30,42,1.89,33.84822321617266,100,elite,elite,roulette,universal
46,52,28,30,42,1.89,33.84822321617266,100,elite,elite,roulette,universal
46,52,28,30,42,1.89,33.84822321617266,100,elite,elite,roulette,universal
46,52,28,30,42,1.89,33.84822321617266,100,elite,elite,roulette,universal
46,52,28,30,42,1.89,33.84822321617266,100,elite,elite,roulette,universal
46,52,28,30,42,1.89,33.84822321617266,100,elite,elite,roulette,universal
46,52,28,30,42,1.89,33.84822321617266,100,elite,elite,roulette,universal
46,52,28,30,42,1.89,33.84822321617266,100,elite,elite,roulette,universal
45,41,40,31,41,1.87,32.864613761445064,100,elite,elite,roulette,deterministic_tournament
45,41,40,31,41,1.87,32.864613761445064,100,elite,elite,roulette,deterministic_tournament
45,41,40,31,41,1.87,32.864613761445064,100,elite,elite,roulette,deterministic_tournament
45,41,40,31,41,1.87,32.864613761445064,100,elite,elite,roulette,deterministic_tournament
45,41,40,31,41,1.87,32.864613761445064,100,elite,elite,roulette,deterministic_tournament
45,41,40,31,41,1.87,32.864613761445064,100,elite,elite,roulette,deterministic_tournament
45,41,40,31,41,1.87,32.864613761445064,100,elite,elite,roulette,deterministic_tournament
45,41,40,31,41,1.87,32.864613761445064,100,elite,elite,roulette,deterministic_tournament
45,41,40,31,41,1.87,32.864613761445064,100,elite,elite,roulette,deterministic_tournament
45,41,40,31,41,1.87,32.864613761445064,100,elite,elite,roulette,deterministic_tournament
47,39,52,28,32,1.96,34.48113544566641,100,elite,elite,roulette,probabilistic_tournament
47,39,52,28,32,1.96,34.48113544566641,100,elite,elite,roulette,probabilistic_tournament
47,39,52,28,32,1.96,34.48113544566641,100,elite,elite,roulette,probabilistic_tournament
47,39,52,28,32,1.96,34.48113544566641,100,elite,elite,roulette,probabilistic_tournament
47,39,52,28,32,1.96,34.48113544566641,100,elite,elite,roulette,probabilistic_tournament
47,39,52,28,32,1.96,34.48113544566641,100,elite,elite,roulette,probabilistic_tournament
47,39,52,28,32,1.96,34.48113544566641,100,elite,elite,roulette,probabilistic_tournament
47,39,52,28,32,1.96,34.48113544566641,100,elite,elite,roulette,probabilistic_tournament
47,39,52,28,32,1.96,34.48113544566641,100,elite,elite,roulette,probabilistic_tournament
47,39,52,28,32,1.96,34.48113544566641,100,elite,elite,roulette,probabilistic_tournament
50,53,34,32,29,1.97,35.75006892072698,100,elite,elite,roulette,boltzmann
50,53,34,32,29,1.97,35.75006892072698,100,elite,elite,roulette,boltzmann
50,53,34,32,29,1.97,35.75006892072698,100,elite,elite,roulette,boltzmann
50,53,34,32,29,1.97,35.75006892072698,100,elite,elite,roulette,boltzmann
50,53,34,32,29,1.97,35.75006892072698,100,elite,elite,roulette,boltzmann
50,53,34,32,29,1.97,35.75006892072698,100,elite,elite,roulette,boltzmann
50,53,34,32,29,1.97,35.75006892072698,100,elite,elite,roulette,boltzmann
50,53,34,32,29,1.97,35.75006892072698,100,elite,elite,roulette,boltzmann
50,53,34,32,29,1.97,35.75006892072698,100,elite,elite,roulette,boltzmann
50,53,34,32,29,1.97,35.75006892072698,100,elite,elite,roulette,boltzmann
46,54,29,31,38,1.45,32.13104133402164,100,elite,elite,ranking,elite
46,54,29,31,38,1.45,32.13104133402164,100,elite,elite,ranking,elite
46,54,29,31,38,1.45,32.13104133402164,100,elite,elite,ranking,elite
46,54,29,31,38,1.45,32.13104133402164,100,elite,elite,ranking,elite
46,54,29,31,38,1.45,32.13104133402164,100,elite,elite,ranking,elite
46,54,29,31,38,1.45,32.13104133402164,100,elite,elite,ranking,elite
46,54,29,31,38,1.45,32.13104133402164,100,elite,elite,ranking,elite
46,54,29,31,38,1.45,32.13104133402164,100,elite,elite,ranking,elite
46,54,29,31,38,1.45,32.13104133402164,100,elite,elite,ranking,elite
46,54,29,31,38,1.45,32.13104133402164,100,elite,elite,ranking,elite
48,37,44,31,38,1.86,33.39517412856812,100,elite,elite,ranking,roulette
48,37,44,31,38,1.86,33.39517412856812,100,elite,elite,ranking,roulette
48,37,44,31,38,1.86,33.39517412856812,100,elite,elite,ranking,roulette
48,37,44,31,38,1.86,33.39517412856812,100,elite,elite,ranking,roulette
48,37,44,31,38,1.86,33.39517412856812,100,elite,elite,ranking,roulette
48,37,44,31,38,1.86,33.39517412856812,100,elite,elite,ranking,roulette
48,37,44,31,38,1.86,33.39517412856812,100,elite,elite,ranking,roulette
48,37,44,31,38,1.86,33.39517412856812,100,elite,elite,ranking,roulette
48,37,44,31,38,1.86,33.39517412856812,100,elite,elite,ranking,roulette
48,37,44,31,38,1.86,33.39517412856812,100,elite,elite,ranking,roulette
42,44,36,36,40,1.84,31.320218677777163,100,elite,elite,ranking,ranking
42,44,36,36,40,1.84,31.320218677777163,100,elite,elite,ranking,ranking
42,44,36,36,40,1.84,31.320218677777163,100,elite,elite,ranking,ranking
42,44,36,36,40,1.84,31.320218677777163,100,elite,elite,ranking,ranking
42,44,36,36,40,1.84,31.320218677777163,100,elite,elite,ranking,ranking
42,44,36,36,40,1.84,31.320218677777163,100,elite,elite,ranking,ranking
42,44,36,36,40,1.84,31.320218677777163,100,elite,elite,ranking,ranking
42,44,36,36,40,1.84,31.320218677777163,100,elite,elite,ranking,ranking
42,44,36,36,40,1.84,31.320218677777163,100,elite,elite,ranking,ranking
42,44,36,36,40,1.84,31.320218677777163,100,elite,elite,ranking,ranking
49,45,35,34,35,1.84,33.777667482084844,100,elite,elite,ranking,universal
49,45,35,34,35,1.84,33.777667482084844,100,elite,elite,ranking,universal
49,45,35,34,35,1.84,33.777667482084844,100,elite,elite,ranking,universal
49,45,35,34,35,1.84,33.777667482084844,100,elite,elite,ranking,universal
49,45,35,34,35,1.84,33.777667482084844,100,elite,elite,ranking,universal
49,45,35,34,35,1.84,33.777667482084844,100,elite,elite,ranking,universal
49,45,35,34,35,1.84,33.777667482084844,100,elite,elite,ranking,universal
49,45,35,34,35,1.84,33.777667482084844,100,elite,elite,ranking,universal
49,45,35,34,35,1.84,33.777667482084844,100,elite,elite,ranking,universal
49,45,35,34,35,1.84,33.777667482084844,100,elite,elite,ranking,universal
50,43,42,35,28,1.84,34.391372932659785,100,elite,elite,ranking,deterministic_tournament
50,43,42,35,28,1.84,34.391372932659785,100,elite,elite,ranking,deterministic_tournament
50,43,42,35,28,1.84,34.391372932659785,100,elite,elite,ranking,deterministic_tournament
50,43,42,35,28,1.84,34.391372932659785,100,elite,elite,ranking,deterministic_tournament
50,43,42,35,28,1.84,34.391372932659785,100,elite,elite,ranking,deterministic_tournament
50,43,42,35,28,1.84,34.391372932659785,100,elite,elite,ranking,deterministic_tournament
50,43,42,35,28,1.84,34.391372932659785,100,elite,elite,ranking,deterministic_tournament
50,43,42,35,28,1.84,34.391372932659785,100,elite,elite,ranking,deterministic_tournament
50,43,42,35,28,1.84,34.391372932659785,100,elite,elite,ranking,deterministic_tournament
50,43,42,35,28,1.84,34.391372932659785,100,elite,elite,ranking,deterministic_tournament
52,39,38,32,37,1.45,32.49422555804337,100,elite,elite,ranking,probabilistic_tournament
52,39,38,32,37,1.45,32.49422555804337,100,elite,elite,ranking,probabilistic_tournament
52,39,38,32,37,1.45,32.49422555804337,100,elite,elite,ranking,probabilistic_tournament
52,39,38,32,37,1.45,32.49422555804337,100,elite,elite,ranking,probabilistic_tournament
52,39,38,32,37,1.45,32.49422555804337,100,elite,elite,ranking,probabilistic_tournament
52,39,38,32,37,1.45,32.49422555804337,100,elite,elite,ranking,probabilistic_tournament
52,39,38,32,37,1.45,32.49422555804337,100,elite,elite,ranking,probabilistic_tournament
52,39,38,32,37,1.45,32.49422555804337,100,elite,elite,ranking,probabilistic_tournament
52,39,38,32,37,1.45,32.49422555804337,100,elite,elite,ranking,probabilistic_tournament
52,39,38,32,37,1.45,32.49422555804337,100,elite,elite,ranking,probabilistic_tournament
43,40,40,37,38,1.82,31.106608588605358,100,elite,elite,ranking,boltzmann
43,40,40,37,38,1.82,31.106608588605358,100,elite,elite,ranking,boltzmann
43,40,40,37,38,1.82,31.106608588605358,100,elite,elite,ranking,boltzmann
43,40,40,37,38,1.82,31.106608588605358,100,elite,elite,ranking,boltzmann
43,40,40,37,38,1.82,31.106608588605358,100,elite,elite,ranking,boltzmann
43,40,40,37,38,1.82,31.106608588605358,100,elite,elite,ranking,boltzmann
43,40,40,37,38,1.82,31.106608588605358,100,elite,elite,ranking,boltzmann
43,40,40,37,38,1.82,31.106608588605358,100,elite,elite,ranking,boltzmann
43,40,40,37,38,1.82,31.106608588605358,100,elite,elite,ranking,boltzmann
43,40,40,37,38,1.82,31.106608588605358,100,elite,elite,ranking,boltzmann
45,43,52,24,34,1.84,34.36506897051302,100,elite,elite,universal,elite
45,43,52,24,34,1.84,34.36506897051302,100,elite,elite,universal,elite
45,43,52,24,34,1.84,34.36506897051302,100,elite,elite,universal,elite
45,43,52,24,34,1.84,34.36506897051302,100,elite,elite,universal,elite
45,43,52,24,34,1.84,34.36506897051302,100,elite,elite,universal,elite
45,43,52,24,34,1.84,34.36506897051302,100,elite,elite,universal,elite
45,43,52,24,34,1.84,34.36506897051302,100,elite,elite,universal,elite
45,43,52,24,34,1.84,34.36506897051302,100,elite,elite,universal,elite
45,43,52,24,34,1.84,34.36506897051302,100,elite,elite,universal,elite
45,43,52,24,34,1.84,34.36506897051302,100,elite,elite,universal,elite
56,43,32,30,37,1.55,32.45184995014692,100,elite,elite,universal,roulette
56,43,32,30,37,1.55,32.45184995014692,100,elite,elite,universal,roulette
56,43,32,30,37,1.55,32.45184995014692,100,elite,elite,universal,roulette
56,43,32,30,37,1.55,32.45184995014692,100,elite,elite,universal,roulette
56,43,32,30,37,1.55,32.45184995014692,100,elite,elite,universal,roulette
56,43,32,30,37,1.55,32.45184995014692,100,elite,elite,universal,roulette
56,43,32,30,37,1.55,32.45184995014692,100,elite,elite,universal,roulette
56,43,32,30,37,1.55,32.45184995014692,100,elite,elite,universal,roulette
56,43,32,30,37,1.55,32.45184995014692,100,elite,elite,universal,roulette
56,43,32,30,37,1.55,32.45184995014692,100,elite,elite,universal,roulette
52,42,42,26,36,1.51,33.2732169679326,100,elite,elite,universal,ranking
52,42,42,26,36,1.51,33.2732169679326,100,elite,elite,universal,ranking
52,42,42,26,36,1.51,33.2732169679326,100,elite,elite,universal,ranking
52,42,42,26,36,1.51,33.2732169679326,100,elite,elite,universal,ranking
52,42,42,26,36,1.51,33.2732169679326,100,elite,elite,universal,ranking
52,42,42,26,36,1.51,33.2732169679326,100,elite,elite,universal,ranking
52,42,42,26,36,1.51,33.2732169679326,100,elite,elite,universal,ranking
52,42,42,26,36,1.51,33.2732169679326,100,elite,elite,universal,ranking
52,42,42,26,36,1.51,33.2732169679326,100,elite,elite,universal,ranking
52,42,42,26,36,1.51,33.2732169679326,100,elite,elite,universal,ranking
43,38,45,31,41,1.95,32.186169978203765,100,elite,elite,universal,universal
43,38,45,31,41,1.95,32.186169978203765,100,elite,elite,universal,universal
43,38,45,31,41,1.95,32.186169978203765,100,elite,elite,universal,universal
43,38,45,31,41,1.95,32.186169978203765,100,elite,elite,universal,universal
43,38,45,31,41,1.95,32.186169978203765,100,elite,elite,universal,universal
43,38,45,31,41,1.95,32.186169978203765,100,elite,elite,universal,universal
43,38,45,31,41,1.95,32.186169978203765,100,elite,elite,universal,universal
43,38,45,31,41,1.95,32.186169978203765,100,elite,elite,universal,universal
43,38,45,31,41,1.95,32.186169978203765,100,elite,elite,universal,universal
43,38,45,31,41,1.95,32.186169978203765,100,elite,elite,universal,universal
52,35,44,27,40,1.9,34.70492254729717,100,elite,elite,universal,deterministic_tournament
52,35,44,27,40,1.9,34.70492254729717,100,elite,elite,universal,deterministic_tournament
52,35,44,27,40,1.9,34.70492254729717,100,elite,elite,universal,deterministic_tournament
52,35,44,27,40,1.9,34.70492254729717,100,elite,elite,universal,deterministic_tournament
52,35,44,27,40,1.9,34.70492254729717,100,elite,elite,universal,deterministic_tournament
52,35,44,27,40,1.9,34.70492254729717,100,elite,elite,universal,deterministic_tournament
52,35,44,27,40,1.9,34.70492254729717,100,elite,elite,universal,deterministic_tournament
52,35,44,27,40,1.9,34.70492254729717,100,elite,elite,universal,deterministic_tournament
52,35,44,27,40,1.9,34.70492254729717,100,elite,elite,universal,deterministic_tournament
52,35,44,27,40,1.9,34.70492254729717,100,elite,elite,universal,deterministic_tournament
44,41,42,35,36,1.84,32.15524735604045,100,elite,elite,universal,probabilistic_tournament
44,41,42,35,36,1.84,32.15524735604045,100,elite,elite,universal,probabilistic_tournament
44,41,42,35,36,1.84,32.15524735604045,100,elite,elite,universal,probabilistic_tournament
44,41,42,35,36,1.84,32.15524735604045,100,elite,elite,universal,probabilistic_tournament
44,41,42,35,36,1.84,32.15524735604045,100,elite,elite,universal,probabilistic_tournament
44,41,42,35,36,1.84,32.15524735604045,100,elite,elite,universal,probabilistic_tournament
44,41,42,35,36,1.84,32.15524735604045,100,elite,elite,universal,probabilistic_tournament
44,41,42,35,36,1.84,32.15524735604045,100,elite,elite,universal,probabilistic_tournament
44,41,42,35,36,1.84,32.15524735604045,100,elite,elite,universal,probabilistic_tournament
44,41,42,35,36,1.84,32.15524735604045,100,elite,elite,universal,probabilistic_tournament
48,43,48,35,24,1.7,30.994920181988544,100,elite,elite,universal,boltzmann
48,43,48,35,24,1.7,30.994920181988544,100,elite,elite,universal,boltzmann
48,43,48,35,24,1.7,30.994920181988544,100,elite,elite,universal,boltzmann
48,43,48,35,24,1.7,30.994920181988544,100,elite,elite,universal,boltzmann
48,43,48,35,24,1.7,30.994920181988544,100,elite,elite,universal,boltzmann
48,43,48,35,24,1.7,30.994920181988544,100,elite,elite,universal,boltzmann
48,43,48,35,24,1.7,30.994920181988544,100,elite,elite,universal,boltzmann
48,43,48,35,24,1.7,30.994920181988544,100,elite,elite,universal,boltzmann
48,43,48,35,24,1.7,30.994920181988544,100,elite,elite,universal,boltzmann
48,43,48,35,24,1.7,30.994920181988544,100,elite,elite,universal,boltzmann
54,39,41,35,29,1.46,32.86299649125873,100,elite,elite,deterministic_tournament,elite
54,39,41,35,29,1.46,32.86299649125873,100,elite,elite,deterministic_tournament,elite
54,39,41,35,29,1.46,32.86299649125873,100,elite,elite,deterministic_tournament,elite
54,39,41,35,29,1.46,32.86299649125873,100,elite,elite,deterministic_tournament,elite
54,39,41,35,29,1.46,32.86299649125873,100,elite,elite,deterministic_tournament,elite
54,39,41,35,29,1.46,32.86299649125873,100,elite,elite,deterministic_tournament,elite
54,39,41,35,29,1.46,32.86299649125873,100,elite,elite,deterministic_tournament,elite
54,39,41,35,29,1.46,32.86299649125873,100,elite,elite,deterministic_tournament,elite
54,39,41,35,29,1.46,32.86299649125873,100,elite,elite,deterministic_tournament,elite
54,39,41,35,29,1.46,32.86299649125873,100,elite,elite,deterministic_tournament,elite
45,42,40,37,34,1.93,32.986996417966566,100,elite,elite,deterministic_tournament,roulette
45,42,40,37,34,1.93,32.986996417966566,100,elite,elite,deterministic_tournament,roulette
45,42,40,37,34,1.93,32.986996417966566,100,elite,elite,deterministic_tournament,roulette
45,42,40,37,34,1.93,32.986996417966566,100,elite,elite,deterministic_tournament,roulette
45,42,40,37,34,1.93,32.986996417966566,100,elite,elite,deterministic_tournament,roulette
45,42,40,37,34,1.93,32.986996417966566,100,elite,elite,deterministic_tournament,roulette
45,42,40,37,34,1.93,32.986996417966566,100,elite,elite,deterministic_tournament,roulette
45,42,40,37,34,1.93,32.986996417966566,100,elite,elite,deterministic_tournament,roulette
45,42,40,37,34,1.93,32.986996417966566,100,elite,elite,deterministic_tournament,roulette
45,42,40,37,34,1.93,32.986996417966566,100,elite,elite,deterministic_tournament,roulette
57,42,34,31,34,1.91,36.44771862094631,100,elite,elite,deterministic_tournament,ranking
57,42,34,31,34,1.91,36.44771862094631,100,elite,elite,deterministic_tournament,ranking
57,42,34,31,34,1.91,36.44771862094631,100,elite,elite,deterministic_tournament,ranking
57,42,34,31,34,1.91,36.44771862094631,100,elite,elite,deterministic_tournament,ranking
57,42,34,31,34,1.91,36.44771862094631,100,elite,elite,deterministic_tournament,ranking
57,42,34,31,34,1.91,36.44771862094631,100,elite,elite,deterministic_tournament,ranking
57,42,34,31,34,1.91,36.44771862094631,100,elite,elite,deterministic_tournament,ranking
57,42,34,31,34,1.91,36.44771862094631,100,elite,elite,deterministic_tournament,ranking
57,42,34,31,34,1.91,36.44771862094631,100,elite,elite,deterministic_tournament,ranking
57,42,34,31,34,1.91,36.44771862094631,100,elite,elite,deterministic_tournament,ranking
56,42,39,31,30,1.53,33.21352550246607,100,elite,elite,deterministic_tournament,universal
56,42,39,31,30,1.53,33.21352550246607,100,elite,elite,deterministic_tournament,universal
56,42,39,31,30,1.53,33.21352550246607,100,elite,elite,deterministic_tournament,universal
56,42,39,31,30,1.53,33.21352550246607,100,elite,elite,deterministic_tournament,universal
56,42,39,31,30,1.53,33.21352550246607,100,elite,elite,deterministic_tournament,universal
56,42,39,31,30,1.53,33.21352550246607,100,elite,elite,deterministic_tournament,universal
56,42,39,31,30,1.53,33.21352550246607,100,elite,elite,deterministic_tournament,universal
56,42,39,31,30,1.53,33.21352550246607,100,elite,elite,deterministic_tournament,universal
56,42,39,31,30,1.53,33.21352550246607,100,elite,elite,deterministic_tournament,universal
56,42,39,31,30,1.53,33.21352550246607,100,elite,elite,deterministic_tournament,universal
46,41,37,41,33,1.84,31.834351010066193,100,elite,elite,deterministic_tournament,deterministic_tournament
46,41,37,41,33,1.84,31.834351010066193,100,elite,elite,deterministic_tournament,deterministic_tournament
46,41,37,41,33,1.84,31.834351010066193,100,elite,elite,deterministic_tournament,deterministic_tournament
46,41,37,41,33,1.84,31.834351010066193,100,elite,elite,deterministic_tournament,deterministic_tournament
46,41,37,41,33,1.84,31.834351010066193,100,elite,elite,deterministic_tournament,deterministic_tournament
46,41,37,41,33,1.84,31.834351010066193,100,elite,elite,deterministic_tournament,deterministic_tournament
46,41,37,41,33,1.84,31.834351010066193,100,elite,elite,deterministic_tournament,deterministic_tournament
46,41,37,41,33,1.84,31.834351010066193,100,elite,elite,deterministic_tournament,deterministic_tournament
46,41,37,41,33,1.84,31.834351010066193,100,elite,elite,deterministic_tournament,deterministic_tournament
46,41,37,41,33,1.84,31.834351010066193,100,elite,elite,deterministic_tournament,deterministic_tournament
53,52,37,33,23,1.87,37.52618709764867,100,elite,elite,deterministic_tournament,probabilistic_tournament
53,52,37,33,23,1.87,37.52618709764867,100,elite,elite,deterministic_tournament,probabilistic_tournament
53,52,37,33,23,1.87,37.52618709764867,100,elite,elite,deterministic_tournament,probabilistic_tournament
53,52,37,33,23,1.87,37.52618709764867,100,elite,elite,deterministic_tournament,probabilistic_tournament
53,52,37,33,23,1.87,37.52618709764867,100,elite,elite,deterministic_tournament,probabilistic_tournament
53,52,37,33,23,1.87,37.52618709764867,100,elite,elite,deterministic_tournament,probabilistic_tournament
53,52,37,33,23,1.87,37.52618709764867,100,elite,elite,deterministic_tournament,probabilistic_tournament
53,52,37,33,23,1.87,37.52618709764867,100,elite,elite,deterministic_tournament,probabilistic_tournament
53,52,37,33,23,1.87,37.52618709764867,100,elite,elite,deterministic_tournament,probabilistic_tournament
53,52,37,33,23,1.87,37.52618709764867,100,elite,elite,deterministic_tournament,probabilistic_tournament
51,34,36,34,43,1.47,31.034750455186337,100,elite,elite,deterministic_tournament,boltzmann
51,34,36,34,43,1.47,31.034750455186337,100,elite,elite,deterministic_tournament,boltzmann
51,34,36,34,43,1.47,31.034750455186337,100,elite,elite,deterministic_tournament,boltzmann
51,34,36,34,43,1.47,31.034750455186337,100,elite,elite,deterministic_tournament,boltzmann
51,34,36,34,43,1.47,31.034750455186337,100,elite,elite,deterministic_tournament,boltzmann
51,34,36,34,43,1.47,31.034750455186337,100,elite,elite,deterministic_tournament,boltzmann
51,34,36,34,43,1.47,31.034750455186337,100,elite,elite,deterministic_tournament,boltzmann
