strength,dexterity,intelligence,vigor,constitution,height,character,fitness,age
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,9
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,6
82,66,50,0,0,1.8958856334780756,warrior,58.81967890102376,15
82,66,50,0,0,1.8958856334780756,warrior,58.81967890102376,14
84,64,50,0,0,1.8958856334780756,warrior,58.81511409861842,7
83,64,51,0,0,1.8958856334780756,warrior,58.68321440916509,29
83,64,51,0,0,1.8958856334780756,warrior,58.68321440916509,16
0,113,84,0,1,1.8958856334780756,warrior,0.13213066541499222,1
0,114,83,1,0,1.9176516402602748,warrior,0.0,1
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,1
1,113,83,0,1,1.8958856334780756,warrior,1.3727093621126139,1
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,3
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,22
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,7
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,4
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,2
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,9
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,9
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,4
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,27
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,24
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,10
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,7
82,66,50,0,0,1.8958856334780756,warrior,58.81967890102376,16
82,66,50,0,0,1.8958856334780756,warrior,58.81967890102376,15
84,64,50,0,0,1.8958856334780756,warrior,58.81511409861842,8
83,64,51,0,0,1.8958856334780756,warrior,58.68321440916509,30
124,0,74,0,0,1.8958856334780756,warrior,32.499669947772965,1
82,66,49,1,0,1.9176516402602748,warrior,58.73980557491961,1
83,66,49,0,0,1.8909449317210232,warrior,58.82427733726479,1
83,66,49,0,0,1.9147539005988117,warrior,59.2145266425738,1
83,66,49,0,0,1.9147539005988117,warrior,59.2145266425738,2
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,4
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,23
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,8
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,5
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,3
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,10
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,10
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,5
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,28
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,25
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,11
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,8
83,66,49,0,0,1.8909449317210232,warrior,58.82427733726479,2
82,66,50,0,0,1.8958856334780756,warrior,58.81967890102376,17
82,66,50,0,0,1.8958856334780756,warrior,58.81967890102376,16
0,114,83,0,1,1.9176516402602748,warrior,0.12993750933314893,1
123,0,74,0,1,1.9147539005988117,warrior,32.647810298581184,1
82,67,49,0,0,1.8958856334780756,warrior,58.94864504695899,1
111,87,0,0,0,1.8958856334780756,warrior,57.42824296693291,1
83,66,49,0,0,1.9147539005988117,warrior,59.2145266425738,3
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,5
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,24
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,9
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,6
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,4
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,11
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,11
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,6
82,67,49,0,0,1.8958856334780756,warrior,58.94864504695899,2
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,29
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,26
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,12
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,9
83,66,49,0,0,1.8909449317210232,warrior,58.82427733726479,3
82,66,50,0,0,1.8958856334780756,warrior,58.81967890102376,18
109,88,0,0,1,1.9176516402602748,warrior,57.56561794500525,1
82,66,48,1,1,1.9147539005988117,warrior,58.50221095817636,1
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,1
83,66,49,0,0,1.998618992172184,warrior,52.37202417368482,1
83,66,49,0,0,1.9147539005988117,warrior,59.2145266425738,4
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,6
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,25
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,10
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,7
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,5
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,2
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,12
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,12
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,7
82,67,49,0,0,1.8958856334780756,warrior,58.94864504695899,3
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,30
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,27
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,13
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,10
83,66,49,0,0,1.8909449317210232,warrior,58.82427733726479,4
110,87,1,0,0,1.9176516402602748,warrior,57.905330250670005,1
82,65,49,1,1,1.9147539005988117,warrior,58.3718873082356,1
0,114,84,0,0,1.8958856334780756,warrior,0.0,1
0,113,85,0,0,1.8958856334780756,warrior,0.0,1
83,66,49,0,0,1.9147539005988117,warrior,59.2145266425738,5
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,7
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,26
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,11
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,8
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,6
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,3
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,13
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,13
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,8
82,67,49,0,0,1.8958856334780756,warrior,58.94864504695899,4
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,31
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,28
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,14
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,11
83,66,49,0,0,1.8909449317210232,warrior,58.82427733726479,5
111,87,0,0,0,1.9176516402602748,warrior,57.66976471563982,1
83,66,49,0,0,1.6557259489842893,warrior,46.16833778041737,1
110,87,0,1,0,1.8958856334780756,warrior,57.17373776945174,1
124,0,74,0,0,1.8958856334780756,warrior,32.499669947772965,1
83,66,49,0,0,1.9147539005988117,warrior,59.2145266425738,6
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,8
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,27
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,12
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,9
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,7
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,4
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,14
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,14
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,9
82,67,49,0,0,1.8958856334780756,warrior,58.94864504695899,5
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,32
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,29
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,15
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,12
83,66,49,0,0,1.8909449317210232,warrior,58.82427733726479,6
83,66,49,0,0,1.9897750781943175,warrior,53.90537400351969,1
83,66,48,1,0,1.9147539005988117,warrior,58.881624558439576,1
0,113,85,0,0,1.8958856334780756,warrior,0.0,1
83,66,49,0,0,1.4637900177871634,warrior,50.89890277098174,1
83,66,49,0,0,1.9147539005988117,warrior,59.2145266425738,7
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,9
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,28
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,13
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,10
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,8
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,5
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,15
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,15
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,10
82,67,49,0,0,1.8958856334780756,warrior,58.94864504695899,6
83,66,48,1,0,1.9147539005988117,warrior,58.881624558439576,2
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,33
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,30
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,16
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,13
109,87,1,0,1,1.9176516402602748,warrior,57.64531793855521,1
125,0,73,0,0,1.9147539005988117,warrior,32.431444803437465,1
83,66,49,0,0,1.8503004335778983,warrior,56.85444612273678,1
0,113,85,0,0,1.8958856334780756,warrior,0.0,1
83,66,49,0,0,1.9147539005988117,warrior,59.2145266425738,8
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,10
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,29
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,14
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,11
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,9
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,6
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,16
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,16
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,11
82,67,49,0,0,1.8958856334780756,warrior,58.94864504695899,7
83,66,48,1,0,1.9147539005988117,warrior,58.881624558439576,3
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,34
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,31
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,17
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,14
110,88,0,0,0,1.9176516402602748,warrior,57.8271862356211,1
124,0,74,0,0,1.9147539005988117,warrior,32.63873135358887,1
83,66,49,0,0,1.5375148638987013,warrior,48.50998556628466,1
0,114,84,0,0,1.8958856334780756,warrior,0.0,1
83,66,49,0,0,1.9147539005988117,warrior,59.2145266425738,9
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,11
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,30
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,15
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,12
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,10
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,7
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,17
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,17
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,12
82,67,49,0,0,1.8958856334780756,warrior,58.94864504695899,8
83,66,48,1,0,1.9147539005988117,warrior,58.881624558439576,4
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,35
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,32
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,18
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,15
2,113,83,0,0,1.9176516402602748,warrior,2.4934065085065296,1
82,66,48,0,2,1.9147539005988117,warrior,58.58420932065274,1
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,1
0,113,84,0,1,1.8958856334780756,warrior,0.13213066541499222,1
83,66,49,0,0,1.9147539005988117,warrior,59.2145266425738,10
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,12
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,31
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,16
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,13
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,11
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,8
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,2
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,18
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,18
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,13
82,67,49,0,0,1.8958856334780756,warrior,58.94864504695899,9
83,66,48,1,0,1.9147539005988117,warrior,58.881624558439576,5
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,36
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,33
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,19
111,87,0,0,0,1.9176516402602748,warrior,57.66976471563982,1
125,0,73,0,0,1.9147539005988117,warrior,32.431444803437465,1
1,113,84,0,0,1.8958856334780756,warrior,1.244864543456532,1
0,114,84,0,0,1.8958856334780756,warrior,0.0,1
83,66,49,0,0,1.9147539005988117,warrior,59.2145266425738,11
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,13
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,32
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,17
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,14
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,12
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,9
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,3
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,19
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,19
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,14
82,67,49,0,0,1.8958856334780756,warrior,58.94864504695899,10
83,66,48,1,0,1.9147539005988117,warrior,58.881624558439576,6
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,37
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,34
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,20
0,113,85,0,0,1.9176516402602748,warrior,0.0,1
82,66,49,1,0,1.9147539005988117,warrior,58.74408903495047,1
82,67,48,0,1,1.8958856334780756,warrior,58.70576989515862,1
109,87,0,0,2,1.8958856334780756,warrior,56.9151252062269,1
83,66,49,0,0,1.9147539005988117,warrior,59.2145266425738,12
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,14
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,33
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,18
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,15
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,13
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,10
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,4
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,20
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,20
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,15
82,67,49,0,0,1.8958856334780756,warrior,58.94864504695899,11
83,66,48,1,0,1.9147539005988117,warrior,58.881624558439576,7
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,38
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,35
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,21
82,66,48,2,0,1.9176516402602748,warrior,58.40957235671685,1
123,0,73,0,2,1.9147539005988117,warrior,32.451247197908906,1
123,0,74,1,0,1.8958856334780756,warrior,32.38910491235888,1
82,66,48,1,1,1.8958856334780756,warrior,58.254138287308734,1
83,66,49,0,0,1.9147539005988117,warrior,59.2145266425738,13
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,15
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,34
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,19
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,16
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,14
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,11
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,5
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,21
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,21
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,16
82,67,49,0,0,1.8958856334780756,warrior,58.94864504695899,12
83,66,48,1,0,1.9147539005988117,warrior,58.881624558439576,8
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,39
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,36
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,22
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,1
84,65,48,1,0,1.9147539005988117,warrior,58.87363979797031,1
2,113,83,0,0,1.8958856334780756,warrior,2.482964088580922,1
0,113,84,0,1,1.8958856334780756,warrior,0.13213066541499222,1
83,66,49,0,0,1.9147539005988117,warrior,59.2145266425738,14
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,16
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,2
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,35
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,20
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,17
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,15
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,12
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,6
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,22
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,22
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,17
82,67,49,0,0,1.8958856334780756,warrior,58.94864504695899,13
83,66,48,1,0,1.9147539005988117,warrior,58.881624558439576,9
84,65,48,1,0,1.9147539005988117,warrior,58.87363979797031,2
83,65,50,0,0,1.8958856334780756,warrior,58.82690269799369,40
82,67,48,1,0,1.9176516402602748,warrior,58.86632782095961,1
82,65,48,3,0,1.9147539005988117,warrior,57.95172860581519,1
124,0,73,0,1,1.8958856334780756,warrior,32.30564811204749,1
0,114,83,0,1,1.9176516402602748,warrior,0.12993750933314893,1
83,66,49,0,0,1.9147539005988117,warrior,59.2145266425738,15
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,17
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,3
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,36
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,21
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,18
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,16
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,13
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,7
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,23
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,23
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,18
82,67,49,0,0,1.8958856334780756,warrior,58.94864504695899,14
83,66,48,1,0,1.9147539005988117,warrior,58.881624558439576,10
84,65,48,1,0,1.9147539005988117,warrior,58.87363979797031,3
82,67,48,1,0,1.9176516402602748,warrior,58.86632782095961,2
82,67,48,1,0,1.9176516402602748,warrior,58.86632782095961,1
124,0,73,1,0,1.9147539005988117,warrior,32.323323467537925,1
83,66,49,0,0,1.9873030269412966,warrior,54.29276086017997,1
2,113,83,0,0,1.9176516402602748,warrior,2.4934065085065296,1
83,66,49,0,0,1.9147539005988117,warrior,59.2145266425738,16
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,18
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,4
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,37
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,22
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,19
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,17
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,14
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,8
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,24
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,24
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,19
82,67,49,0,0,1.8958856334780756,warrior,58.94864504695899,15
83,66,48,1,0,1.9147539005988117,warrior,58.881624558439576,11
84,65,48,1,0,1.9147539005988117,warrior,58.87363979797031,4
82,67,48,1,0,1.9176516402602748,warrior,58.86632782095961,3
2,112,84,0,0,1.9176516402602748,warrior,2.492894226551626,1
124,0,73,0,1,1.9147539005988117,warrior,32.4422797755737,1
124,1,73,0,0,1.8958856334780756,warrior,33.04652503630922,1
1,113,84,0,0,1.9176516402602748,warrior,1.2500999789479499,1
83,66,49,0,0,1.9147539005988117,warrior,59.2145266425738,17
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,19
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,5
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,38
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,23
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,20
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,18
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,15
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,9
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,25
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,25
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,20
82,67,49,0,0,1.8958856334780756,warrior,58.94864504695899,16
83,66,48,1,0,1.9147539005988117,warrior,58.881624558439576,12
84,65,48,1,0,1.9147539005988117,warrior,58.87363979797031,5
82,67,48,1,0,1.9176516402602748,warrior,58.86632782095961,4
109,87,0,2,0,1.9176516402602748,warrior,57.15448897320816,1
83,66,49,0,0,1.9147539005988117,warrior,59.2145266425738,1
83,66,49,0,0,1.7850534402435734,warrior,52.20681660654164,1
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,1
83,66,49,0,0,1.9147539005988117,warrior,59.2145266425738,18
83,66,49,0,0,1.9147539005988117,warrior,59.2145266425738,2
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,20
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,6
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,2
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,39
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,24
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,21
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,19
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,16
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,10
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,26
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,26
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,21
82,67,49,0,0,1.8958856334780756,warrior,58.94864504695899,17
83,66,48,1,0,1.9147539005988117,warrior,58.881624558439576,13
109,88,0,1,0,1.9147539005988117,warrior,57.56981578020756,1
110,88,0,0,0,1.9147539005988117,warrior,57.83140314506629,1
110,88,0,0,0,1.9176516402602748,warrior,57.8271862356211,1
82,65,49,1,1,1.9176516402602748,warrior,58.36765158874954,1
83,66,49,0,0,1.9147539005988117,warrior,59.2145266425738,19
83,66,49,0,0,1.9147539005988117,warrior,59.2145266425738,3
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,21
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,7
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,3
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,40
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,25
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,22
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,20
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,17
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,11
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,27
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,27
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,22
82,67,49,0,0,1.8958856334780756,warrior,58.94864504695899,18
83,66,48,1,0,1.9147539005988117,warrior,58.881624558439576,14
83,66,49,0,0,1.9147539005988117,warrior,59.2145266425738,1
110,87,0,0,1,1.9147539005988117,warrior,57.41837595693938,1
123,1,73,0,1,1.9176516402602748,warrior,33.191582999565945,1
111,87,0,0,0,1.9176516402602748,warrior,57.66976471563982,1
83,66,49,0,0,1.9147539005988117,warrior,59.2145266425738,20
83,66,49,0,0,1.9147539005988117,warrior,59.2145266425738,4
83,66,49,0,0,1.9147539005988117,warrior,59.2145266425738,2
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,22
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,8
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,4
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,41
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,26
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,23
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,21
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,18
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,12
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,28
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,28
84,65,49,0,0,1.8958856334780756,warrior,58.95688290812351,23
82,67,49,0,0,1.8958856334780756,warrior,58.94864504695899,19
0,113,84,1,0,1.9147539005988117,warrior,0.0,1
82,66,49,0,1,1.9147539005988117,warrior,58.83080852580026,1
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,1
83,66,48,1,0,1.9147539005988117,warrior,58.881624558439576,1
83,66,49,0,0,1.9147539005988117,warrior,59.2145266425738,21
83,66,49,0,0,1.9147539005988117,warrior,59.2145266425738,5
83,66,49,0,0,1.9147539005988117,warrior,59.2145266425738,3
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,23
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,9
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,5
83,66,49,0,0,1.9176516402602748,warrior,59.21020887950544,2
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,42
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,27
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,24
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,22
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,19
83,66,49,0,0,1.8958856334780756,warrior,58.9622357299635,13
