strength,dexterity,intelligence,vigor,constitution,height,character,fitness,generation
26,0,72,102,0,1.9,warrior,9.600324762939566,25
26,0,72,100,2,1.9,warrior,10.32463216249034,25
26,1,72,101,0,1.9,warrior,9.859682303292816,25
27,1,71,101,0,1.9,warrior,10.120855260021614,25
26,0,68,103,3,1.9,warrior,10.288685368856417,25
28,0,71,101,0,1.9,warrior,10.198796823267749,25
28,0,71,101,0,1.9,warrior,10.198796823267749,25
26,1,71,102,0,1.9,warrior,9.762692784129507,25
27,0,70,103,0,1.9,warrior,9.750199400520557,25
26,1,72,101,0,1.9,warrior,9.859682303292816,25
26,0,68,103,3,1.9,warrior,10.288685368856417,25
27,0,71,102,0,1.9,warrior,9.851982707688755,25
26,1,71,102,0,1.9,warrior,9.762692784129507,25
26,1,71,100,2,1.9,warrior,10.484606935109895,25
27,0,69,104,0,1.9,warrior,9.6471783631452,25
26,1,71,102,0,1.9,warrior,9.762692784129507,26
26,1,71,100,2,1.9,warrior,10.484606935109895,26
28,0,71,101,0,1.9,warrior,10.198796823267749,26
27,0,70,103,0,1.9,warrior,9.750199400520557,26
26,0,72,102,0,1.9,warrior,9.600324762939566,26
26,0,72,100,2,1.9,warrior,10.32463216249034,26
28,0,71,101,0,1.9,warrior,10.198796823267749,26
28,0,71,101,0,1.9,warrior,10.198796823267749,26
27,0,69,104,0,1.9,warrior,9.6471783631452,26
27,0,71,100,2,1.9,warrior,10.573896858669142,26
27,0,71,102,0,1.9,warrior,9.851982707688755,26
27,0,71,100,2,1.9,warrior,10.573896858669142,26
27,0,70,103,0,1.9,warrior,9.750199400520557,26
26,1,71,102,0,1.9,warrior,9.762692784129507,26
27,1,71,101,0,1.9,warrior,10.120855260021614,26
27,0,71,102,0,1.9,warrior,9.851982707688755,26
26,1,68,104,1,1.9,warrior,9.827094429556835,26
25,0,72,101,2,1.9,warrior,9.973298074482699,26
26,0,68,102,4,1.9,warrior,10.644336328993566,26
27,0,71,102,0,1.9,warrior,9.851982707688755,26
28,0,71,101,0,1.9,warrior,10.198796823267749,27
27,0,70,103,0,1.9,warrior,9.750199400520557,27
25,0,72,101,2,1.9,warrior,9.973298074482699,27
27,0,71,100,2,1.9,warrior,10.573896858669142,27
26,1,71,100,2,1.9,warrior,10.484606935109895,27
27,0,71,100,2,1.9,warrior,10.573896858669142,27
25,0,72,101,2,1.9,warrior,9.973298074482699,27
27,0,71,100,2,1.9,warrior,10.573896858669142,27
26,0,72,102,0,1.9,warrior,9.600324762939566,27
26,1,71,102,0,1.9,warrior,9.762692784129507,27
27,0,71,102,0,1.9,warrior,9.851982707688755,27
26,0,72,100,2,1.9,warrior,10.32463216249034,27
27,0,71,100,2,1.9,warrior,10.573896858669142,27
27,1,71,101,0,1.9,warrior,10.120855260021614,27
26,0,72,100,2,1.9,warrior,10.32463216249034,27
27,1,71,101,0,1.9,warrior,10.120855260021614,27
26,1,71,102,0,1.9,warrior,9.762692784129507,27
25,0,72,101,2,1.9,warrior,9.973298074482699,27
26,1,71,101,1,1.9,warrior,10.125019791108176,27
25,1,71,103,0,1.9,warrior,9.402704142900834,27
25,1,71,103,0,1.9,warrior,9.402704142900834,28
27,0,71,100,2,1.9,warrior,10.573896858669142,28
27,0,71,100,2,1.9,warrior,10.573896858669142,28
25,1,71,103,0,1.9,warrior,9.402704142900834,28
26,0,72,100,2,1.9,warrior,10.32463216249034,28
25,0,72,101,2,1.9,warrior,9.973298074482699,28
27,0,71,100,2,1.9,warrior,10.573896858669142,28
25,1,71,103,0,1.9,warrior,9.402704142900834,28
27,0,71,100,2,1.9,warrior,10.573896858669142,28
26,1,71,102,0,1.9,warrior,9.762692784129507,28
28,0,71,101,0,1.9,warrior,10.198796823267749,28
26,1,71,101,1,1.9,warrior,10.125019791108176,28
27,0,71,100,2,1.9,warrior,10.573896858669142,28
25,1,71,103,0,1.9,warrior,9.402704142900834,28
26,1,71,100,2,1.9,warrior,10.484606935109895,28
26,0,72,100,2,1.9,warrior,10.32463216249034,28
26,0,71,100,3,1.9,warrior,10.58602606146843,28
25,1,71,102,1,1.9,warrior,9.766344715926314,28
27,0,70,101,2,1.9,warrior,10.4723583039411,28
28,1,71,100,0,1.9,warrior,10.477134353281494,28
27,0,71,100,2,1.9,warrior,10.573896858669142,29
25,1,71,103,0,1.9,warrior,9.402704142900834,29
25,1,71,103,0,1.9,warrior,9.402704142900834,29
27,0,71,100,2,1.9,warrior,10.573896858669142,29
26,0,71,100,3,1.9,warrior,10.58602606146843,29
25,1,71,103,0,1.9,warrior,9.402704142900834,29
28,0,71,101,0,1.9,warrior,10.198796823267749,29
26,1,71,102,0,1.9,warrior,9.762692784129507,29
25,0,72,101,2,1.9,warrior,9.973298074482699,29
26,1,71,102,0,1.9,warrior,9.762692784129507,29
26,1,71,100,2,1.9,warrior,10.484606935109895,29
26,0,72,100,2,1.9,warrior,10.32463216249034,29
25,1,71,102,1,1.9,warrior,9.766344715926314,29
25,1,71,103,0,1.9,warrior,9.402704142900834,29
25,1,71,103,0,1.9,warrior,9.402704142900834,29
25,1,71,103,0,1.9,warrior,9.402704142900834,29
27,0,72,101,0,1.9,warrior,9.95253046709246,29
28,0,70,100,2,1.9,warrior,10.812921986156491,29
27,0,71,100,2,1.9,warrior,10.573896858669142,29
27,1,72,100,0,1.9,warrior,10.221403019425319,29
27,0,72,101,0,1.9,warrior,9.95253046709246,30
25,1,71,103,0,1.9,warrior,9.402704142900834,30
28,0,71,101,0,1.9,warrior,10.198796823267749,30
25,1,71,103,0,1.9,warrior,9.402704142900834,30
26,0,72,100,2,1.9,warrior,10.32463216249034,30
28,0,71,101,0,1.9,warrior,10.198796823267749,30
25,1,71,103,0,1.9,warrior,9.402704142900834,30
27,0,71,100,2,1.9,warrior,10.573896858669142,30
25,1,71,103,0,1.9,warrior,9.402704142900834,30
28,0,70,100,2,1.9,warrior,10.812921986156491,30
25,1,71,103,0,1.9,warrior,9.402704142900834,30
27,0,72,101,0,1.9,warrior,9.95253046709246,30
26,1,71,100,2,1.9,warrior,10.484606935109895,30
28,0,70,100,2,1.9,warrior,10.812921986156491,30
28,0,70,100,2,1.9,warrior,10.812921986156491,30
26,1,71,102,0,1.9,warrior,9.762692784129507,30
26,0,71,103,0,1.9,warrior,9.50333524377626,30
25,1,71,100,3,1.9,warrior,10.485394960593005,30
24,1,71,103,1,1.9,warrior,9.405881941453893,30
27,2,71,100,0,1.9,warrior,10.389674046804961,30
28,0,71,101,0,1.9,warrior,10.198796823267749,31
28,0,70,100,2,1.9,warrior,10.812921986156491,31
25,1,71,103,0,1.9,warrior,9.402704142900834,31
25,1,71,103,0,1.9,warrior,9.402704142900834,31
25,1,71,103,0,1.9,warrior,9.402704142900834,31
27,2,71,100,0,1.9,warrior,10.389674046804961,31
26,0,72,100,2,1.9,warrior,10.32463216249034,31
25,1,71,103,0,1.9,warrior,9.402704142900834,31
25,1,71,103,0,1.9,warrior,9.402704142900834,31
25,1,71,100,3,1.9,warrior,10.485394960593005,31
25,1,71,103,0,1.9,warrior,9.402704142900834,31
28,0,71,101,0,1.9,warrior,10.198796823267749,31
25,1,71,103,0,1.9,warrior,9.402704142900834,31
26,0,72,100,2,1.9,warrior,10.32463216249034,31
26,1,71,100,2,1.9,warrior,10.484606935109895,31
28,0,71,101,0,1.9,warrior,10.198796823267749,31
28,0,70,100,2,1.9,warrior,10.812921986156491,31
25,1,71,103,0,1.9,warrior,9.402704142900834,31
26,0,71,103,0,1.9,warrior,9.50333524377626,31
25,1,71,103,0,1.9,warrior,9.402704142900834,31
26,0,72,100,2,1.9,warrior,10.32463216249034,32
25,1,71,103,0,1.9,warrior,9.402704142900834,32
25,1,71,103,0,1.9,warrior,9.402704142900834,32
25,1,71,103,0,1.9,warrior,9.402704142900834,32
26,0,72,100,2,1.9,warrior,10.32463216249034,32
25,1,71,103,0,1.9,warrior,9.402704142900834,32
26,1,71,100,2,1.9,warrior,10.484606935109895,32
25,1,71,103,0,1.9,warrior,9.402704142900834,32
25,1,71,103,0,1.9,warrior,9.402704142900834,32
25,1,71,103,0,1.9,warrior,9.402704142900834,32
28,0,71,101,0,1.9,warrior,10.198796823267749,32
28,0,70,100,2,1.9,warrior,10.812921986156491,32
27,2,71,100,0,1.9,warrior,10.389674046804961,32
25,1,71,100,3,1.9,warrior,10.485394960593005,32
25,1,71,103,0,1.9,warrior,9.402704142900834,32
25,1,71,103,0,1.9,warrior,9.402704142900834,32
27,0,70,101,2,1.9,warrior,10.4723583039411,32
27,0,71,100,2,1.9,warrior,10.573896858669142,32
25,0,71,101,3,1.9,warrior,10.239601394354674,32
27,2,69,102,0,1.9,warrior,10.184869702261407,32
25,1,71,103,0,1.9,warrior,9.402704142900834,33
25,1,71,100,3,1.9,warrior,10.485394960593005,33
27,0,70,101,2,1.9,warrior,10.4723583039411,33
26,0,72,100,2,1.9,warrior,10.32463216249034,33
27,0,71,100,2,1.9,warrior,10.573896858669142,33
26,1,71,100,2,1.9,warrior,10.484606935109895,33
26,0,72,100,2,1.9,warrior,10.32463216249034,33
25,1,71,103,0,1.9,warrior,9.402704142900834,33
25,0,71,101,3,1.9,warrior,10.239601394354674,33
25,1,71,103,0,1.9,warrior,9.402704142900834,33
25,1,71,103,0,1.9,warrior,9.402704142900834,33
26,0,72,100,2,1.9,warrior,10.32463216249034,33
26,0,72,100,2,1.9,warrior,10.32463216249034,33
27,2,71,100,0,1.9,warrior,10.389674046804961,33
25,1,71,103,0,1.9,warrior,9.402704142900834,33
26,0,72,100,2,1.9,warrior,10.32463216249034,33
25,1,71,103,0,1.9,warrior,9.402704142900834,33
25,1,71,103,0,1.9,warrior,9.402704142900834,33
27,0,71,101,1,1.9,warrior,10.214309714667424,33
25,0,72,101,2,1.9,warrior,9.973298074482699,33
26,0,72,100,2,1.9,warrior,10.32463216249034,34
25,1,71,103,0,1.9,warrior,9.402704142900834,34
26,0,72,100,2,1.9,warrior,10.32463216249034,34
26,0,72,100,2,1.9,warrior,10.32463216249034,34
27,0,71,100,2,1.9,warrior,10.573896858669142,34
25,1,71,100,3,1.9,warrior,10.485394960593005,34
25,1,71,100,3,1.9,warrior,10.485394960593005,34
25,1,71,103,0,1.9,warrior,9.402704142900834,34
25,1,71,103,0,1.9,warrior,9.402704142900834,34
26,0,72,100,2,1.9,warrior,10.32463216249034,34
26,0,72,100,2,1.9,warrior,10.32463216249034,34
25,1,71,103,0,1.9,warrior,9.402704142900834,34
26,0,72,100,2,1.9,warrior,10.32463216249034,34
25,1,71,103,0,1.9,warrior,9.402704142900834,34
25,0,71,101,3,1.9,warrior,10.239601394354674,34
26,1,71,100,2,1.9,warrior,10.484606935109895,34
25,1,71,103,0,1.9,warrior,9.402704142900834,34
25,1,71,102,1,1.9,warrior,9.766344715926314,34
25,0,72,102,1,1.9,warrior,9.611160582245892,34
25,0,72,103,0,1.9,warrior,9.246323265280767,34
26,0,72,100,2,1.9,warrior,10.32463216249034,35
26,0,72,100,2,1.9,warrior,10.32463216249034,35
26,1,71,100,2,1.9,warrior,10.484606935109895,35
26,0,72,100,2,1.9,warrior,10.32463216249034,35
26,1,71,100,2,1.9,warrior,10.484606935109895,35
25,0,72,102,1,1.9,warrior,9.611160582245892,35
26,0,72,100,2,1.9,warrior,10.32463216249034,35
25,1,71,102,1,1.9,warrior,9.766344715926314,35
25,1,71,103,0,1.9,warrior,9.402704142900834,35
25,0,72,102,1,1.9,warrior,9.611160582245892,35
25,0,72,102,1,1.9,warrior,9.611160582245892,35
25,1,71,100,3,1.9,warrior,10.485394960593005,35
26,0,72,100,2,1.9,warrior,10.32463216249034,35
25,1,71,103,0,1.9,warrior,9.402704142900834,35
25,0,71,101,3,1.9,warrior,10.239601394354674,35
25,0,72,103,0,1.9,warrior,9.246323265280767,35
25,1,71,103,0,1.9,warrior,9.402704142900834,35
25,1,71,102,1,1.9,warrior,9.766344715926314,35
27,0,71,100,2,1.9,warrior,10.573896858669142,35
26,0,72,100,2,1.9,warrior,10.32463216249034,35
25,1,71,103,0,1.9,warrior,9.402704142900834,36
26,0,72,100,2,1.9,warrior,10.32463216249034,36
27,0,71,100,2,1.9,warrior,10.573896858669142,36
25,0,72,102,1,1.9,warrior,9.611160582245892,36
26,1,71,100,2,1.9,warrior,10.484606935109895,36
26,0,72,100,2,1.9,warrior,10.32463216249034,36
25,1,71,103,0,1.9,warrior,9.402704142900834,36
25,0,72,102,1,1.9,warrior,9.611160582245892,36
25,0,72,102,1,1.9,warrior,9.611160582245892,36
25,1,71,103,0,1.9,warrior,9.402704142900834,36
26,0,72,100,2,1.9,warrior,10.32463216249034,36
25,0,71,101,3,1.9,warrior,10.239601394354674,36
27,0,71,100,2,1.9,warrior,10.573896858669142,36
25,0,72,102,1,1.9,warrior,9.611160582245892,36
26,0,72,100,2,1.9,warrior,10.32463216249034,36
26,1,71,100,2,1.9,warrior,10.484606935109895,36
25,1,71,103,0,1.9,warrior,9.402704142900834,36
26,0,72,100,2,1.9,warrior,10.32463216249034,36
25,1,72,102,0,1.9,warrior,9.496117279401176,36
25,0,70,103,2,1.9,warrior,9.78572162178735,36
25,1,71,103,0,1.9,warrior,9.402704142900834,37
25,1,71,103,0,1.9,warrior,9.402704142900834,37
25,0,72,102,1,1.9,warrior,9.611160582245892,37
25,0,72,102,1,1.9,warrior,9.611160582245892,37
27,0,71,100,2,1.9,warrior,10.573896858669142,37
25,0,72,102,1,1.9,warrior,9.611160582245892,37
26,0,72,100,2,1.9,warrior,10.32463216249034,37
25,0,72,102,1,1.9,warrior,9.611160582245892,37
26,1,71,100,2,1.9,warrior,10.484606935109895,37
26,0,72,100,2,1.9,warrior,10.32463216249034,37
25,1,71,103,0,1.9,warrior,9.402704142900834,37
25,1,71,103,0,1.9,warrior,9.402704142900834,37
25,1,72,102,0,1.9,warrior,9.496117279401176,37
25,0,72,102,1,1.9,warrior,9.611160582245892,37
26,1,71,100,2,1.9,warrior,10.484606935109895,37
27,0,71,100,2,1.9,warrior,10.573896858669142,37
26,0,72,102,0,1.9,warrior,9.600324762939566,37
25,1,71,101,2,1.9,warrior,10.12728570353238,37
25,0,72,102,1,1.9,warrior,9.611160582245892,37
25,0,72,102,1,1.9,warrior,9.611160582245892,37
25,1,72,102,0,1.9,warrior,9.496117279401176,38
25,0,72,102,1,1.9,warrior,9.611160582245892,38
26,0,72,100,2,1.9,warrior,10.32463216249034,38
26,0,72,100,2,1.9,warrior,10.32463216249034,38
25,0,72,102,1,1.9,warrior,9.611160582245892,38
27,0,71,100,2,1.9,warrior,10.573896858669142,38
26,0,72,100,2,1.9,warrior,10.32463216249034,38
27,0,71,100,2,1.9,warrior,10.573896858669142,38
26,1,71,100,2,1.9,warrior,10.484606935109895,38
26,1,71,100,2,1.9,warrior,10.484606935109895,38
26,0,72,100,2,1.9,warrior,10.32463216249034,38
27,0,71,100,2,1.9,warrior,10.573896858669142,38
25,0,72,102,1,1.9,warrior,9.611160582245892,38
26,1,71,100,2,1.9,warrior,10.484606935109895,38
25,0,72,102,1,1.9,warrior,9.611160582245892,38
25,1,71,103,0,1.9,warrior,9.402704142900834,38
26,1,71,101,1,1.9,warrior,10.125019791108176,38
25,0,73,100,2,1.9,warrior,10.065262259448783,38
25,0,71,103,1,1.9,warrior,9.517844197624843,38
26,1,71,101,1,1.9,warrior,10.125019791108176,38
26,1,71,100,2,1.9,warrior,10.484606935109895,39
26,1,71,100,2,1.9,warrior,10.484606935109895,39
27,0,71,100,2,1.9,warrior,10.573896858669142,39
27,0,71,100,2,1.9,warrior,10.573896858669142,39
26,0,72,100,2,1.9,warrior,10.32463216249034,39
27,0,71,100,2,1.9,warrior,10.573896858669142,39
26,0,72,100,2,1.9,warrior,10.32463216249034,39
27,0,71,100,2,1.9,warrior,10.573896858669142,39
25,0,71,103,1,1.9,warrior,9.517844197624843,39
25,0,71,103,1,1.9,warrior,9.517844197624843,39
26,0,72,100,2,1.9,warrior,10.32463216249034,39
25,0,72,102,1,1.9,warrior,9.611160582245892,39
25,0,72,102,1,1.9,warrior,9.611160582245892,39
25,1,71,103,0,1.9,warrior,9.402704142900834,39
26,1,71,100,2,1.9,warrior,10.484606935109895,39
25,1,71,103,0,1.9,warrior,9.402704142900834,39
26,1,71,101,1,1.9,warrior,10.125019791108176,39
26,1,71,101,1,1.9,warrior,10.125019791108176,39
25,0,72,102,1,1.9,warrior,9.611160582245892,39
25,0,72,102,1,1.9,warrior,9.611160582245892,39
27,0,71,100,2,1.9,warrior,10.573896858669142,40
26,1,71,100,2,1.9,warrior,10.484606935109895,40
27,0,71,100,2,1.9,warrior,10.573896858669142,40
25,1,71,103,0,1.9,warrior,9.402704142900834,40
25,0,72,102,1,1.9,warrior,9.611160582245892,40
26,1,71,100,2,1.9,warrior,10.484606935109895,40
25,1,71,103,0,1.9,warrior,9.402704142900834,40
27,0,71,100,2,1.9,warrior,10.573896858669142,40
25,0,72,102,1,1.9,warrior,9.611160582245892,40
25,0,71,103,1,1.9,warrior,9.517844197624843,40
26,0,72,100,2,1.9,warrior,10.32463216249034,40
25,0,72,102,1,1.9,warrior,9.611160582245892,40
26,1,71,101,1,1.9,warrior,10.125019791108176,40
25,0,71,103,1,1.9,warrior,9.517844197624843,40
26,1,71,101,1,1.9,warrior,10.125019791108176,40
27,0,71,100,2,1.9,warrior,10.573896858669142,40
27,0,71,100,2,1.9,warrior,10.573896858669142,40
27,0,71,100,2,1.9,warrior,10.573896858669142,40
26,1,71,101,1,1.9,warrior,10.125019791108176,40
26,1,70,100,3,1.9,warrior,10.743568878761605,40
27,0,71,100,2,1.9,warrior,10.573896858669142,41
27,0,71,100,2,1.9,warrior,10.573896858669142,41
25,0,71,103,1,1.9,warrior,9.517844197624843,41
26,1,70,100,3,1.9,warrior,10.743568878761605,41
25,1,71,103,0,1.9,warrior,9.402704142900834,41
25,0,72,102,1,1.9,warrior,9.611160582245892,41
25,0,71,103,1,1.9,warrior,9.517844197624843,41
25,0,72,102,1,1.9,warrior,9.611160582245892,41
26,1,71,101,1,1.9,warrior,10.125019791108176,41
27,0,71,100,2,1.9,warrior,10.573896858669142,41
26,1,71,101,1,1.9,warrior,10.125019791108176,41
27,0,71,100,2,1.9,warrior,10.573896858669142,41
27,0,71,100,2,1.9,warrior,10.573896858669142,41
26,1,71,100,2,1.9,warrior,10.484606935109895,41
27,0,71,100,2,1.9,warrior,10.573896858669142,41
27,0,71,100,2,1.9,warrior,10.573896858669142,41
27,0,71,101,1,1.9,warrior,10.214309714667424,41
26,0,72,101,1,1.9,warrior,9.963848513857881,41
26,1,71,100,2,1.9,warrior,10.484606935109895,41
27,0,70,100,3,1.9,warrior,10.829256837826422,41
27,0,70,100,3,1.9,warrior,10.829256837826422,42
27,0,71,101,1,1.9,warrior,10.214309714667424,42
27,0,71,100,2,1.9,warrior,10.573896858669142,42
27,0,71,100,2,1.9,warrior,10.573896858669142,42
26,1,71,100,2,1.9,warrior,10.484606935109895,42
26,1,71,101,1,1.9,warrior,10.125019791108176,42
26,0,72,101,1,1.9,warrior,9.963848513857881,42
27,0,70,100,3,1.9,warrior,10.829256837826422,42
27,0,71,100,2,1.9,warrior,10.573896858669142,42
27,0,71,100,2,1.9,warrior,10.573896858669142,42
26,1,71,100,2,1.9,warrior,10.484606935109895,42
25,0,71,103,1,1.9,warrior,9.517844197624843,42
26,1,70,100,3,1.9,warrior,10.743568878761605,42
25,0,71,103,1,1.9,warrior,9.517844197624843,42
27,0,71,100,2,1.9,warrior,10.573896858669142,42
26,1,71,100,2,1.9,warrior,10.484606935109895,42
27,0,71,100,2,1.9,warrior,10.573896858669142,42
27,0,71,101,1,1.9,warrior,10.214309714667424,42
25,1,71,102,1,1.9,warrior,9.766344715926314,42
25,1,72,101,1,1.9,warrior,9.85964103031949,42
25,0,71,103,1,1.9,warrior,9.517844197624843,43
25,0,71,103,1,1.9,warrior,9.517844197624843,43
27,0,71,100,2,1.9,warrior,10.573896858669142,43
27,0,71,100,2,1.9,warrior,10.573896858669142,43
25,0,71,103,1,1.9,warrior,9.517844197624843,43
27,0,71,100,2,1.9,warrior,10.573896858669142,43
27,0,71,100,2,1.9,warrior,10.573896858669142,43
26,1,71,100,2,1.9,warrior,10.484606935109895,43
27,0,71,101,1,1.9,warrior,10.214309714667424,43
27,0,71,100,2,1.9,warrior,10.573896858669142,43
27,0,71,100,2,1.9,warrior,10.573896858669142,43
27,0,71,100,2,1.9,warrior,10.573896858669142,43
27,0,70,100,3,1.9,warrior,10.829256837826422,43
27,0,70,100,3,1.9,warrior,10.829256837826422,43
27,0,70,100,3,1.9,warrior,10.829256837826422,43
27,0,70,100,3,1.9,warrior,10.829256837826422,43
26,0,71,100,3,1.9,warrior,10.58602606146843,43
27,0,71,100,2,1.9,warrior,10.573896858669142,43
27,1,70,101,1,1.9,warrior,10.380187510101797,43
25,0,72,102,1,1.9,warrior,9.611160582245892,43
27,0,70,100,3,1.9,warrior,10.829256837826422,44
25,0,71,103,1,1.9,warrior,9.517844197624843,44
27,1,70,101,1,1.9,warrior,10.380187510101797,44
27,0,71,100,2,1.9,warrior,10.573896858669142,44
25,0,71,103,1,1.9,warrior,9.517844197624843,44
27,0,71,100,2,1.9,warrior,10.573896858669142,44
27,0,71,100,2,1.9,warrior,10.573896858669142,44
25,0,71,103,1,1.9,warrior,9.517844197624843,44
27,1,70,101,1,1.9,warrior,10.380187510101797,44
25,0,71,103,1,1.9,warrior,9.517844197624843,44
27,0,71,100,2,1.9,warrior,10.573896858669142,44
27,0,71,100,2,1.9,warrior,10.573896858669142,44
27,0,71,101,1,1.9,warrior,10.214309714667424,44
25,0,71,103,1,1.9,warrior,9.517844197624843,44
27,1,70,101,1,1.9,warrior,10.380187510101797,44
27,0,70,100,3,1.9,warrior,10.829256837826422,44
25,0,70,103,2,1.9,warrior,9.78572162178735,44
26,1,71,101,1,1.9,warrior,10.125019791108176,44
27,1,69,101,2,1.9,warrior,10.635757701100244,44
27,0,70,101,2,1.9,warrior,10.4723583039411,44
27,0,71,100,2,1.9,warrior,10.573896858669142,45
27,1,70,101,1,1.9,warrior,10.380187510101797,45
27,1,69,101,2,1.9,warrior,10.635757701100244,45
25,0,70,103,2,1.9,warrior,9.78572162178735,45
25,0,70,103,2,1.9,warrior,9.78572162178735,45
26,1,71,101,1,1.9,warrior,10.125019791108176,45
27,0,70,101,2,1.9,warrior,10.4723583039411,45
25,0,71,103,1,1.9,warrior,9.517844197624843,45
27,1,70,101,1,1.9,warrior,10.380187510101797,45
27,1,70,101,1,1.9,warrior,10.380187510101797,45
27,0,71,100,2,1.9,warrior,10.573896858669142,45
27,0,71,100,2,1.9,warrior,10.573896858669142,45
26,1,71,101,1,1.9,warrior,10.125019791108176,45
26,1,71,101,1,1.9,warrior,10.125019791108176,45
27,1,70,101,1,1.9,warrior,10.380187510101797,45
27,1,69,101,2,1.9,warrior,10.635757701100244,45
27,0,70,100,3,1.9,warrior,10.829256837826422,45
25,0,71,103,1,1.9,warrior,9.517844197624843,45
25,0,71,103,1,1.9,warrior,9.517844197624843,45
27,0,70,101,2,1.9,warrior,10.4723583039411,45
27,0,71,100,2,1.9,warrior,10.573896858669142,46
27,0,71,100,2,1.9,warrior,10.573896858669142,46
25,0,71,103,1,1.9,warrior,9.517844197624843,46
27,1,70,101,1,1.9,warrior,10.380187510101797,46
27,0,70,100,3,1.9,warrior,10.829256837826422,46
27,0,70,101,2,1.9,warrior,10.4723583039411,46
26,1,71,101,1,1.9,warrior,10.125019791108176,46
27,0,70,101,2,1.9,warrior,10.4723583039411,46
27,1,69,101,2,1.9,warrior,10.635757701100244,46
27,1,70,101,1,1.9,warrior,10.380187510101797,46
27,1,70,101,1,1.9,warrior,10.380187510101797,46
25,0,71,103,1,1.9,warrior,9.517844197624843,46
27,1,70,101,1,1.9,warrior,10.380187510101797,46
27,0,71,100,2,1.9,warrior,10.573896858669142,46
26,1,71,101,1,1.9,warrior,10.125019791108176,46
26,1,71,101,1,1.9,warrior,10.125019791108176,46
25,0,70,102,3,1.9,warrior,10.145346648821503,46
27,0,70,101,2,1.9,warrior,10.4723583039411,46
25,0,71,103,1,1.9,warrior,9.517844197624843,46
25,0,71,103,1,1.9,warrior,9.517844197624843,46
27,0,70,101,2,1.9,warrior,10.4723583039411,47
26,1,71,101,1,1.9,warrior,10.125019791108176,47
27,1,70,101,1,1.9,warrior,10.380187510101797,47
27,1,70,101,1,1.9,warrior,10.380187510101797,47
27,1,69,101,2,1.9,warrior,10.635757701100244,47
26,1,71,101,1,1.9,warrior,10.125019791108176,47
27,1,70,101,1,1.9,warrior,10.380187510101797,47
27,1,70,101,1,1.9,warrior,10.380187510101797,47
26,1,71,101,1,1.9,warrior,10.125019791108176,47
27,1,70,101,1,1.9,warrior,10.380187510101797,47
26,1,71,101,1,1.9,warrior,10.125019791108176,47
27,1,70,101,1,1.9,warrior,10.380187510101797,47
26,1,71,101,1,1.9,warrior,10.125019791108176,47
27,0,71,100,2,1.9,warrior,10.573896858669142,47
27,1,70,101,1,1.9,warrior,10.380187510101797,47
27,0,70,101,2,1.9,warrior,10.4723583039411,47
26,2,71,100,1,1.9,warrior,10.38299163041003,47
26,1,70,102,1,1.9,warrior,10.026940564750934,47
27,1,71,100,1,1.9,warrior,10.481848428813112,47
28,0,69,101,2,1.9,warrior,10.706489645762279,47
27,0,71,100,2,1.9,warrior,10.573896858669142,48
26,1,70,102,1,1.9,warrior,10.026940564750934,48
27,1,70,101,1,1.9,warrior,10.380187510101797,48
27,1,70,101,1,1.9,warrior,10.380187510101797,48
26,1,71,101,1,1.9,warrior,10.125019791108176,48
26,2,71,100,1,1.9,warrior,10.38299163041003,48
27,1,70,101,1,1.9,warrior,10.380187510101797,48
27,1,70,101,1,1.9,warrior,10.380187510101797,48
27,1,70,101,1,1.9,warrior,10.380187510101797,48
27,0,71,100,2,1.9,warrior,10.573896858669142,48
26,1,71,101,1,1.9,warrior,10.125019791108176,48
27,1,70,101,1,1.9,warrior,10.380187510101797,48
27,1,71,100,1,1.9,warrior,10.481848428813112,48
26,1,71,101,1,1.9,warrior,10.125019791108176,48
26,1,71,101,1,1.9,warrior,10.125019791108176,48
28,0,69,101,2,1.9,warrior,10.706489645762279,48
27,1,70,101,1,1.9,warrior,10.380187510101797,48
27,1,69,101,2,1.9,warrior,10.635757701100244,48
27,1,69,102,1,1.9,warrior,10.277253857276357,48
27,0,70,101,2,1.9,warrior,10.4723583039411,48
27,1,70,101,1,1.9,warrior,10.380187510101797,49
27,1,70,101,1,1.9,warrior,10.380187510101797,49
27,0,71,100,2,1.9,warrior,10.573896858669142,49
27,1,70,101,1,1.9,warrior,10.380187510101797,49
26,1,71,101,1,1.9,warrior,10.125019791108176,49
26,1,71,101,1,1.9,warrior,10.125019791108176,49
27,1,70,101,1,1.9,warrior,10.380187510101797,49
26,1,71,101,1,1.9,warrior,10.125019791108176,49
26,1,70,102,1,1.9,warrior,10.026940564750934,49
26,1,71,101,1,1.9,warrior,10.125019791108176,49
26,1,71,101,1,1.9,warrior,10.125019791108176,49
27,1,70,101,1,1.9,warrior,10.380187510101797,49
27,1,70,101,1,1.9,warrior,10.380187510101797,49
27,1,70,101,1,1.9,warrior,10.380187510101797,49
26,2,71,100,1,1.9,warrior,10.38299163041003,49
26,1,71,101,1,1.9,warrior,10.125019791108176,49
26,1,70,102,1,1.9,warrior,10.026940564750934,49
27,1,70,102,0,1.9,warrior,10.019071952853414,49
27,1,70,101,1,1.9,warrior,10.380187510101797,49
26,1,71,101,1,1.9,warrior,10.125019791108176,49
27,1,70,102,0,1.9,warrior,10.019071952853414,50
26,1,71,101,1,1.9,warrior,10.125019791108176,50
26,1,71,101,1,1.9,warrior,10.125019791108176,50
