strength,dexterity,intelligence,vigor,constitution,height,character,fitness,generation
27,1,71,101,0,1.9,warrior,10.120855260021614,23
27,1,71,101,0,1.9,warrior,10.120855260021614,23
26,0,72,102,0,1.9,warrior,9.600324762939566,23
26,0,68,103,3,1.9,warrior,10.288685368856417,23
27,1,71,101,0,1.9,warrior,10.120855260021614,23
27,0,70,103,0,1.9,warrior,9.750199400520557,23
27,1,71,101,0,1.9,warrior,10.120855260021614,23
27,1,71,101,0,1.9,warrior,10.120855260021614,23
28,0,71,101,0,1.9,warrior,10.198796823267749,23
26,0,72,101,1,1.9,warrior,9.963848513857881,23
26,1,72,101,0,1.9,warrior,9.859682303292816,23
26,0,72,102,0,1.9,warrior,9.600324762939566,23
26,0,72,102,0,1.9,warrior,9.600324762939566,23
26,0,68,103,3,1.9,warrior,10.288685368856417,23
26,0,72,102,0,1.9,warrior,9.600324762939566,23
26,1,71,100,2,1.9,warrior,10.484606935109895,23
26,1,71,102,0,1.9,warrior,9.762692784129507,23
26,0,72,101,1,1.9,warrior,9.963848513857881,23
26,1,71,102,0,1.9,warrior,9.762692784129507,23
27,0,71,100,2,1.9,warrior,10.573896858669142,23
26,1,71,102,0,1.9,warrior,9.762692784129507,24
26,0,68,103,3,1.9,warrior,10.288685368856417,24
27,1,71,101,0,1.9,warrior,10.120855260021614,24
26,1,71,102,0,1.9,warrior,9.762692784129507,24
26,0,68,103,3,1.9,warrior,10.288685368856417,24
26,1,71,102,0,1.9,warrior,9.762692784129507,24
27,1,71,101,0,1.9,warrior,10.120855260021614,24
26,0,72,102,0,1.9,warrior,9.600324762939566,24
26,0,72,102,0,1.9,warrior,9.600324762939566,24
28,0,71,101,0,1.9,warrior,10.198796823267749,24
26,0,72,102,0,1.9,warrior,9.600324762939566,24
27,1,71,101,0,1.9,warrior,10.120855260021614,24
27,1,71,101,0,1.9,warrior,10.120855260021614,24
26,1,72,101,0,1.9,warrior,9.859682303292816,24
27,0,70,103,0,1.9,warrior,9.750199400520557,24
27,0,70,103,0,1.9,warrior,9.750199400520557,24
27,0,71,100,2,1.9,warrior,10.573896858669142,24
28,0,71,101,0,1.9,warrior,10.198796823267749,24
27,0,71,102,0,1.9,warrior,9.851982707688755,24
26,0,72,100,2,1.9,warrior,10.32463216249034,24
27,1,71,101,0,1.9,warrior,10.120855260021614,25
27,0,71,100,2,1.9,warrior,10.573896858669142,25
26,0,72,100,2,1.9,warrior,10.32463216249034,25
27,0,71,100,2,1.9,warrior,10.573896858669142,25
27,0,71,102,0,1.9,warrior,9.851982707688755,25
