strength,dexterity,intelligence,vigor,constitution,height,character,fitness,age,generation
46,18,48,18,20,1.31,warrior,16.68737636677264,7,8
44,20,47,20,19,1.31,warrior,16.61247090932242,6,8
44,21,46,19,20,1.31,warrior,16.61247090932242,5,8
44,21,46,19,20,1.31,warrior,16.61247090932242,4,8
46,24,51,27,2,1.31,warrior,16.68737636677264,1,8
49,18,56,25,2,1.31,warrior,16.73821485386454,1,8
50,20,52,24,4,1.31,warrior,16.738785030919747,1,8
49,21,53,25,2,1.31,warrior,16.73821485386454,1,8
50,20,54,24,2,1.31,warrior,16.738785030919747,4,9
50,19,53,25,3,1.31,warrior,16.738785030919747,3,9
50,20,53,25,2,1.31,warrior,16.738785030919747,3,9
50,20,52,24,4,1.31,warrior,16.738785030919747,2,9
49,20,53,25,3,1.31,warrior,16.73821485386454,5,9
49,20,56,21,4,1.31,warrior,16.73821485386454,4,9
49,20,55,23,3,1.31,warrior,16.73821485386454,4,9
49,20,56,22,3,1.31,warrior,16.73821485386454,3,9
49,20,55,23,3,1.31,warrior,16.73821485386454,3,9
49,18,56,25,2,1.31,warrior,16.73821485386454,2,9
49,21,53,25,2,1.31,warrior,16.73821485386454,2,9
51,20,54,21,4,1.31,warrior,16.73119336315614,6,9
51,20,54,21,4,1.31,warrior,16.73119336315614,5,9
48,21,55,22,4,1.31,warrior,16.729464757667056,4,9
47,21,55,23,4,1.31,warrior,16.712521435590077,7,9
46,18,48,18,20,1.31,warrior,16.68737636677264,8,9
49,20,54,25,2,1.31,warrior,16.73821485386454,1,9
58,23,39,28,2,1.31,warrior,16.452026425836245,1,9
49,20,53,24,4,1.31,warrior,16.73821485386454,1,9
50,21,52,25,2,1.31,warrior,16.738785030919747,1,9
50,20,54,24,2,1.31,warrior,16.738785030919747,5,10
50,19,53,25,3,1.31,warrior,16.738785030919747,4,10
50,20,53,25,2,1.31,warrior,16.738785030919747,4,10
50,20,52,24,4,1.31,warrior,16.738785030919747,3,10
50,21,52,25,2,1.31,warrior,16.738785030919747,2,10
49,20,53,25,3,1.31,warrior,16.73821485386454,6,10
49,20,56,21,4,1.31,warrior,16.73821485386454,5,10
49,20,55,23,3,1.31,warrior,16.73821485386454,5,10
49,20,56,22,3,1.31,warrior,16.73821485386454,4,10
49,20,55,23,3,1.31,warrior,16.73821485386454,4,10
49,18,56,25,2,1.31,warrior,16.73821485386454,3,10
49,21,53,25,2,1.31,warrior,16.73821485386454,3,10
49,20,54,25,2,1.31,warrior,16.73821485386454,2,10
49,20,53,24,4,1.31,warrior,16.73821485386454,2,10
51,20,54,21,4,1.31,warrior,16.73119336315614,7,10
51,20,54,21,4,1.31,warrior,16.73119336315614,6,10
