Pokeball,Pokemon,Probability,Current HP
pokeball,caterpie,0.3215485020047406,110
pokeball,caterpie,0.31646232078331893,110
pokeball,caterpie,0.3050556516179666,110
pokeball,caterpie,0.3216435206695813,110
pokeball,caterpie,0.327510195033935,110
pokeball,caterpie,0.3220627624683298,110
pokeball,caterpie,0.36404734284588053,110
pokeball,caterpie,0.40078140017663005,110
pokeball,caterpie,0.4194526688577255,110
pokeball,caterpie,0.25300054755542856,110
pokeball,caterpie,0.28919606424000743,110
pokeball,caterpie,0.35144660717142384,110
pokeball,caterpie,0.3682495562599888,110
pokeball,caterpie,0.43053269338916733,110
pokeball,caterpie,0.30148290311051545,110
pokeball,caterpie,0.23638354412631915,110
pokeball,caterpie,0.3007162588948522,110
pokeball,caterpie,0.3452165955103939,110
pokeball,caterpie,0.3603994762505183,110
pokeball,caterpie,0.3106427951796397,110
pokeball,caterpie,0.24116445979488027,110
pokeball,caterpie,0.19632589150716154,110
pokeball,caterpie,0.30488596102912735,110
pokeball,caterpie,0.3348465554009285,110
pokeball,caterpie,0.3338474029338856,110
pokeball,caterpie,0.28852684523660116,110
pokeball,caterpie,0.3481009424535124,110
pokeball,caterpie,0.2767212843447876,110
pokeball,caterpie,0.3040605427748376,110
pokeball,caterpie,0.3785644790706151,110
pokeball,caterpie,0.3323603973030713,110
pokeball,caterpie,0.3005395335271305,110
pokeball,caterpie,0.36095074570484653,110
pokeball,caterpie,0.3970579497096357,110
pokeball,caterpie,0.2818621893888731,110
pokeball,caterpie,0.39107372784204825,110
pokeball,caterpie,0.3454822159272799,110
pokeball,caterpie,0.3958345914985895,110
pokeball,caterpie,0.3582550160817889,110
pokeball,caterpie,0.41090316134065646,110
pokeball,caterpie,0.17884117411605613,110
pokeball,caterpie,0.24423479844872123,110
pokeball,caterpie,0.3409133532627303,110
pokeball,caterpie,0.3939077130480632,110
pokeball,caterpie,0.27778803810657143,110
pokeball,caterpie,0.4147768308240492,110
pokeball,caterpie,0.2826402575277512,110
pokeball,caterpie,0.2809330278535619,110
pokeball,caterpie,0.33545224464681966,110
pokeball,caterpie,0.3792167994908854,110
pokeball,caterpie,0.362875378183713,110
pokeball,caterpie,0.28896629237362553,110
pokeball,caterpie,0.41078450888145707,110
pokeball,caterpie,0.32515542417701937,110
pokeball,caterpie,0.2557863623341873,110
pokeball,caterpie,0.39592924969316845,110
pokeball,caterpie,0.3711622606550568,110
pokeball,caterpie,0.35442456678179757,110
pokeball,caterpie,0.4270067817079062,110
pokeball,caterpie,0.39199275012641316,110
pokeball,caterpie,0.3402820844539524,110
pokeball,caterpie,0.4023895708064765,110
pokeball,caterpie,0.35382695592244334,110
pokeball,caterpie,0.410644861505269,110
pokeball,caterpie,0.4554254197822914,110
pokeball,caterpie,0.3975798151102011,110
pokeball,caterpie,0.3380573630467443,110
pokeball,caterpie,0.299183233056278,110
pokeball,caterpie,0.32912329115591377,110
pokeball,caterpie,0.39790157491634043,110
pokeball,caterpie,0.2456790759568023,110
pokeball,caterpie,0.34166472940477277,110
pokeball,caterpie,0.37902384635098707,110
pokeball,caterpie,0.24072378100801525,110
pokeball,caterpie,0.3271850687871943,110
pokeball,caterpie,0.3161236907775358,110
pokeball,caterpie,0.27760445893138835,110
pokeball,caterpie,0.2994559944051406,110
pokeball,caterpie,0.2880806186713665,110
pokeball,caterpie,0.38864359627439626,110
pokeball,caterpie,0.3002593027063155,110
pokeball,caterpie,0.27113069516159,110
pokeball,caterpie,0.4608021044135429,110
pokeball,caterpie,0.27546715469637967,110
pokeball,caterpie,0.24955558581445894,110
pokeball,caterpie,0.3460867078220973,110
pokeball,caterpie,0.30532603700189054,110
pokeball,caterpie,0.3150690009760183,110
pokeball,caterpie,0.3424003136328707,110
pokeball,caterpie,0.3485110446175133,110
pokeball,caterpie,0.34302912002314284,110
pokeball,caterpie,0.2688530629286381,110
pokeball,caterpie,0.312105768428104,110
pokeball,caterpie,0.24043329447346404,110
pokeball,caterpie,0.36037888144325403,110
pokeball,caterpie,0.30053345962261624,110
pokeball,caterpie,0.3297440563348396,110
pokeball,caterpie,0.32794906440911425,110
pokeball,caterpie,0.22560273671714173,110
pokeball,caterpie,0.32847061360758956,110
pokeball,caterpie,0.3450166522638331,110
pokeball,caterpie,0.3750002128382311,110
pokeball,caterpie,0.3119828114454259,110
pokeball,caterpie,0.3110480562585816,110
pokeball,caterpie,0.28991601386656796,110
pokeball,caterpie,0.20080614718184556,110
pokeball,caterpie,0.2681707144382356,110
pokeball,caterpie,0.2906999018852306,110
pokeball,caterpie,0.35371819698406537,110
pokeball,caterpie,0.2923815854233541,110
pokeball,caterpie,0.33715216247339275,110
pokeball,caterpie,0.2921813336286757,110
pokeball,caterpie,0.3365361552010842,110
pokeball,caterpie,0.4010318705774962,110
pokeball,caterpie,0.33936588391646394,110
pokeball,caterpie,0.2862933435668518,110
pokeball,caterpie,0.28153400437375153,110
pokeball,caterpie,0.34752929897126406,110
pokeball,caterpie,0.39968094602976145,110
pokeball,caterpie,0.3170391788048283,110
pokeball,caterpie,0.3771431900853975,110
pokeball,caterpie,0.34939421282782684,110
pokeball,caterpie,0.28990761850252267,110
pokeball,caterpie,0.334001683565838,110
pokeball,caterpie,0.2613978912774818,110
pokeball,caterpie,0.421838481309736,110
pokeball,caterpie,0.4017465797377222,110
pokeball,caterpie,0.3259578061681756,110
pokeball,caterpie,0.33071532024017086,110
pokeball,caterpie,0.40198724842457106,110
pokeball,caterpie,0.39595021920324663,110
pokeball,caterpie,0.34745475828712585,110
pokeball,caterpie,0.3771444882307153,110
pokeball,caterpie,0.3841457090290996,110
pokeball,caterpie,0.3518168039861031,110
pokeball,caterpie,0.35131411358394726,110
pokeball,caterpie,0.35444560329843383,110
pokeball,caterpie,0.2619096942969213,110
pokeball,caterpie,0.31339490379242657,110
pokeball,caterpie,0.3126577157288363,110
pokeball,caterpie,0.31246788639610107,110
pokeball,caterpie,0.2478702998314016,110
pokeball,caterpie,0.3343292595169938,110
pokeball,caterpie,0.4213569132360896,110
pokeball,caterpie,0.42092709079807866,110
pokeball,caterpie,0.33742704247104016,110
pokeball,caterpie,0.354790631043984,110
pokeball,caterpie,0.35615982411191943,110
pokeball,caterpie,0.29987270266511185,110
pokeball,caterpie,0.35067603639130557,110
pokeball,caterpie,0.42588700290606035,110
pokeball,caterpie,0.32834653881401354,110
pokeball,caterpie,0.3071702736013179,110
pokeball,caterpie,0.35011804852757583,110
pokeball,caterpie,0.37782450827473,110
pokeball,caterpie,0.23810715902415888,110
pokeball,caterpie,0.3485713032444036,110
pokeball,caterpie,0.2809768598916418,110
pokeball,caterpie,0.3180628768693521,110
pokeball,caterpie,0.2954041787782445,110
pokeball,caterpie,0.38507925222034833,110
pokeball,caterpie,0.30746663540308034,110
pokeball,caterpie,0.3925513840117465,110
pokeball,caterpie,0.3276635635298199,110
pokeball,caterpie,0.28588957464801307,110
pokeball,caterpie,0.35340427663042073,110
pokeball,caterpie,0.3592436082202316,110
pokeball,caterpie,0.2766592491354946,110
pokeball,caterpie,0.40326799405897107,110
pokeball,caterpie,0.4443919436412354,110
pokeball,caterpie,0.34492350549103507,110
pokeball,caterpie,0.3729676245632561,110
pokeball,caterpie,0.2619374825966675,110
pokeball,caterpie,0.4251251711311565,110
pokeball,caterpie,0.30925120087942354,110
pokeball,caterpie,0.31071647947929304,110
pokeball,caterpie,0.3811972561923483,110
pokeball,caterpie,0.33664841582853705,110
pokeball,caterpie,0.3186333745162054,110
pokeball,caterpie,0.29605689444122735,110
pokeball,caterpie,0.36303897709275273,110
pokeball,caterpie,0.2761938446015347,110
pokeball,caterpie,0.2941541786366458,110
pokeball,caterpie,0.35686371844655107,110
pokeball,caterpie,0.3143919515679014,110
pokeball,caterpie,0.34332413729458067,110
pokeball,caterpie,0.24183629732254044,110
pokeball,caterpie,0.32890410123056246,110
pokeball,caterpie,0.3638387371137508,110
pokeball,caterpie,0.42678708924904335,110
pokeball,caterpie,0.30487607194592764,110
pokeball,caterpie,0.33228709435333725,110
pokeball,caterpie,0.2870967703163336,110
pokeball,caterpie,0.1836861330803225,110
pokeball,caterpie,0.3560125296553734,110
pokeball,caterpie,0.461094634718476,110
pokeball,caterpie,0.2886886445482109,110
pokeball,caterpie,0.2993261614273922,110
pokeball,caterpie,0.3759433661147066,110
pokeball,caterpie,0.3697550147262556,110
pokeball,caterpie,0.2780498305213918,110
pokeball,caterpie,0.24117648278922918,110
pokeball,caterpie,0.3767739677789916,110
pokeball,caterpie,0.39662699941215956,110
pokeball,caterpie,0.35334656929118213,110
pokeball,caterpie,0.3066959413004269,110
pokeball,caterpie,0.35728483443052067,110
pokeball,caterpie,0.3610223472396575,110
pokeball,caterpie,0.312359832374959,110
pokeball,caterpie,0.2995415918234224,110
pokeball,caterpie,0.2474902365667934,110
pokeball,caterpie,0.33143327652186727,110
pokeball,caterpie,0.32973914963844264,110
pokeball,caterpie,0.36158099766968754,110
pokeball,caterpie,0.3229318813229201,110
pokeball,caterpie,0.34620922164911355,110
pokeball,caterpie,0.3131389348951041,110
pokeball,caterpie,0.4379704812142763,110
pokeball,caterpie,0.23502373317368286,110
pokeball,caterpie,0.3503248277183445,110
pokeball,caterpie,0.24140188707614182,110
pokeball,caterpie,0.26754128265012705,110
pokeball,caterpie,0.36866055852122703,110
pokeball,caterpie,0.33372660218124145,110
pokeball,caterpie,0.4009334164136347,110
pokeball,caterpie,0.37797731923171685,110
pokeball,caterpie,0.33093952963765316,110
pokeball,caterpie,0.4213167800078981,110
pokeball,caterpie,0.3621247688676192,110
pokeball,caterpie,0.33842524791709694,110
pokeball,caterpie,0.3468220526649882,110
pokeball,caterpie,0.2753844876230732,110
pokeball,caterpie,0.42210347627811234,110
pokeball,caterpie,0.28127945493238193,110
pokeball,caterpie,0.39155177670532304,110
pokeball,caterpie,0.2803520983495057,110
pokeball,caterpie,0.35253424080959533,110
pokeball,caterpie,0.24471350753926613,110
pokeball,caterpie,0.47624043554119744,110
pokeball,caterpie,0.35438472571644686,110
pokeball,caterpie,0.33854009510560507,110
pokeball,caterpie,0.3282367800515506,110
pokeball,caterpie,0.3164359615241929,110
pokeball,caterpie,0.3156611059167917,110
pokeball,caterpie,0.3886800697674966,110
pokeball,caterpie,0.3668798996287645,110
pokeball,caterpie,0.3414957871495735,110
pokeball,caterpie,0.3265554903206283,110
pokeball,caterpie,0.2815267139399456,110
pokeball,caterpie,0.42252186626898464,110
pokeball,caterpie,0.33589000243150485,110
pokeball,caterpie,0.29795000798577587,110
pokeball,caterpie,0.31312927564334464,110
pokeball,caterpie,0.3549813070832826,110
pokeball,caterpie,0.3845653924382403,110
pokeball,caterpie,0.255832455660749,110
pokeball,caterpie,0.2770762566617616,110
pokeball,caterpie,0.40158679275145825,110
pokeball,caterpie,0.24027825979688905,110
pokeball,caterpie,0.45911026176917874,110
pokeball,caterpie,0.30144176519318494,110
pokeball,caterpie,0.34832680141529143,110
pokeball,caterpie,0.30103722149693973,110
pokeball,caterpie,0.35200423607189135,110
pokeball,caterpie,0.34449719790164657,110
pokeball,caterpie,0.29675943763611157,110
pokeball,caterpie,0.23665027321897783,110
pokeball,caterpie,0.32806406295381674,110
pokeball,caterpie,0.3230196036975583,110
pokeball,caterpie,0.37122280183775175,110
pokeball,caterpie,0.3423370753124845,110
pokeball,caterpie,0.39847935942360324,110
pokeball,caterpie,0.31484977399004704,110
pokeball,caterpie,0.3563590167866807,110
pokeball,caterpie,0.3216327486827652,110
pokeball,caterpie,0.29839827442882433,110
pokeball,caterpie,0.2894614437280698,110
pokeball,caterpie,0.33174021577177754,110
pokeball,caterpie,0.29293534562872575,110
pokeball,caterpie,0.4373100095846903,110
pokeball,caterpie,0.2993416319530451,110
pokeball,caterpie,0.3686463733424206,110
pokeball,caterpie,0.24973353480854155,110
pokeball,caterpie,0.28588466457476325,110
pokeball,caterpie,0.26398405726929464,110
pokeball,caterpie,0.3669631637510331,110
pokeball,caterpie,0.36816500122004975,110
pokeball,caterpie,0.40110000518752015,110
pokeball,caterpie,0.30062938998803507,110
pokeball,caterpie,0.33704599782412936,110
pokeball,caterpie,0.3403852507531395,110
pokeball,caterpie,0.3472420649669858,110
pokeball,caterpie,0.35696129236894825,110
pokeball,caterpie,0.3041659455273731,110
pokeball,caterpie,0.3615809018636049,110
pokeball,caterpie,0.3440804773441756,110
pokeball,caterpie,0.3939592226309196,110
pokeball,caterpie,0.298567584033377,110
pokeball,caterpie,0.33457285072710347,110
pokeball,caterpie,0.40141520524420266,110
pokeball,caterpie,0.33542689736632214,110
pokeball,caterpie,0.26440990140534426,110
pokeball,caterpie,0.33127196259495123,110
pokeball,caterpie,0.3140664632377546,110
pokeball,caterpie,0.31315228713136506,110
pokeball,caterpie,0.34833325509025176,110
pokeball,caterpie,0.3030951705260677,110
pokeball,caterpie,0.2529655897895237,110
pokeball,caterpie,0.28074597909892646,110
pokeball,caterpie,0.29410430585328434,110
pokeball,caterpie,0.36560039441421827,110
pokeball,caterpie,0.3191999958404124,110
pokeball,caterpie,0.3441911815119697,110
pokeball,caterpie,0.257206866555551,110
pokeball,caterpie,0.2775298764414773,110
pokeball,caterpie,0.3493775121967076,110
pokeball,caterpie,0.36277171537163166,110
pokeball,caterpie,0.3071993912764343,110
pokeball,caterpie,0.3207344143515906,110
pokeball,caterpie,0.3814334863325313,110
pokeball,caterpie,0.3990944982146709,110
pokeball,caterpie,0.363240088055081,110
pokeball,caterpie,0.3449575503625402,110
pokeball,caterpie,0.24252003433955135,110
pokeball,caterpie,0.341068590239481,110
pokeball,caterpie,0.37138172931471874,110
pokeball,caterpie,0.241081172946632,110
pokeball,caterpie,0.3825711163923039,110
pokeball,caterpie,0.4029739561465561,110
pokeball,caterpie,0.30940809910660705,110
pokeball,caterpie,0.3843786566352584,110
pokeball,caterpie,0.345507247800091,110
pokeball,caterpie,0.3861809936238402,110
pokeball,caterpie,0.2935164569490935,110
pokeball,caterpie,0.33075556575958515,110
pokeball,caterpie,0.31532951595706726,110
pokeball,caterpie,0.2985799628046916,110
pokeball,caterpie,0.2713701689407968,110
pokeball,caterpie,0.31596389390629376,110
pokeball,caterpie,0.28630750182217896,110
pokeball,caterpie,0.35485280169051436,110
pokeball,caterpie,0.3746095429813023,110
pokeball,caterpie,0.32752315559784195,110
pokeball,caterpie,0.296769815169587,110
pokeball,caterpie,0.20171939387268828,110
pokeball,caterpie,0.29982479246298066,110
pokeball,caterpie,0.4387651546845338,110
pokeball,caterpie,0.348697488344877,110
pokeball,caterpie,0.2625879977125622,110
pokeball,caterpie,0.4469526938212591,110
pokeball,caterpie,0.3191838152869262,110
pokeball,caterpie,0.24346318840933093,110
pokeball,caterpie,0.34875443489582536,110
pokeball,caterpie,0.38328515109334055,110
pokeball,caterpie,0.3093509517396881,110
pokeball,caterpie,0.3085376770810717,110
pokeball,caterpie,0.37399806047569056,110
pokeball,caterpie,0.38587948071381084,110
pokeball,caterpie,0.3274832430736189,110
pokeball,caterpie,0.38019439122666604,110
pokeball,caterpie,0.28900602888462024,110
pokeball,caterpie,0.3635033390950049,110
pokeball,caterpie,0.4129261755763637,110
pokeball,caterpie,0.3368635165282922,110
pokeball,caterpie,0.38834156242269696,110
pokeball,caterpie,0.20039695063063237,110
pokeball,caterpie,0.31520561269343267,110
pokeball,caterpie,0.3748359323885917,110
pokeball,caterpie,0.2949946417001571,110
pokeball,caterpie,0.28994280160103686,110
pokeball,caterpie,0.41585622540041,110
pokeball,caterpie,0.35459376643408413,110
pokeball,caterpie,0.3325008771312101,110
pokeball,caterpie,0.3866071406752267,110
pokeball,caterpie,0.3374878176972607,110
pokeball,caterpie,0.2697899583196409,110
pokeball,caterpie,0.34351755680744267,110
pokeball,caterpie,0.3690625980220608,110
pokeball,caterpie,0.34647806880114096,110
pokeball,caterpie,0.3275274099438442,110
pokeball,caterpie,0.32755919087357405,110
pokeball,caterpie,0.37773953499721813,110
pokeball,caterpie,0.36651667742544664,110
pokeball,caterpie,0.3180010999377476,110
pokeball,caterpie,0.28287467577027225,110
pokeball,caterpie,0.37746804069840467,110
pokeball,caterpie,0.28850591576435963,110
pokeball,caterpie,0.2415823849554153,110
pokeball,caterpie,0.3196988829744781,110
pokeball,caterpie,0.3210792408821472,110
pokeball,caterpie,0.3564713425476517,110
pokeball,caterpie,0.30490379587379635,110
pokeball,caterpie,0.3432792398216465,110
pokeball,caterpie,0.407083734765769,110
pokeball,caterpie,0.33001157134217607,110
pokeball,caterpie,0.34759154491668676,110
pokeball,caterpie,0.3902124583926673,110
pokeball,caterpie,0.21973035881127387,110
pokeball,caterpie,0.32696256022328346,110
pokeball,caterpie,0.3004659000114976,110
pokeball,caterpie,0.4252189038366057,110
pokeball,caterpie,0.42365031674625,110
pokeball,caterpie,0.3761873101230681,110
pokeball,caterpie,0.336881941263135,110
pokeball,caterpie,0.3243968873760345,110
pokeball,caterpie,0.23600723799486753,110
pokeball,caterpie,0.35409660399712584,110
pokeball,caterpie,0.3960129552451729,110
pokeball,caterpie,0.40446488293400484,110
pokeball,caterpie,0.2824149916431432,110
pokeball,caterpie,0.2925143175423023,110
pokeball,caterpie,0.3005516882939372,110
pokeball,caterpie,0.3468319824469349,110
pokeball,caterpie,0.26178290921072156,110
pokeball,caterpie,0.3244961758462293,110
pokeball,caterpie,0.31379110564321966,110
pokeball,caterpie,0.3379891197559072,110
pokeball,caterpie,0.3881442334590572,110
pokeball,caterpie,0.2978433320342155,110
pokeball,caterpie,0.4221339438398554,110
pokeball,caterpie,0.40247000548404827,110
pokeball,caterpie,0.3892136595421977,110
pokeball,caterpie,0.28308015747429216,110
pokeball,caterpie,0.3881923686348524,110
pokeball,caterpie,0.3838487531746245,110
pokeball,caterpie,0.36309023759060316,110
pokeball,caterpie,0.32071261764741016,110
pokeball,caterpie,0.3268805171645549,110
pokeball,caterpie,0.4207812533161102,110
pokeball,caterpie,0.3317134079756193,110
pokeball,caterpie,0.4221639637013216,110
pokeball,caterpie,0.3247199526576066,110
pokeball,caterpie,0.31981928695966605,110
pokeball,caterpie,0.405583494740791,110
pokeball,caterpie,0.41278344487910235,110
pokeball,caterpie,0.377415437544067,110
pokeball,caterpie,0.45854480552859234,110
pokeball,caterpie,0.34181187313409667,110
pokeball,caterpie,0.3033025676827899,110
pokeball,caterpie,0.3142832311679733,110
pokeball,caterpie,0.2992873872442762,110
pokeball,caterpie,0.3201327230276365,110
pokeball,caterpie,0.36082878431608806,110
pokeball,caterpie,0.29477714154335133,110
pokeball,caterpie,0.4048773096034306,110
pokeball,caterpie,0.3039109927055683,110
pokeball,caterpie,0.36707426211610267,110
pokeball,caterpie,0.34848328869020995,110
pokeball,caterpie,0.3186308631516386,110
pokeball,caterpie,0.3686537786083742,110
pokeball,caterpie,0.45097156930205096,110
pokeball,caterpie,0.3293456029919026,110
pokeball,caterpie,0.3960085780720948,110
pokeball,caterpie,0.2759291153693902,110
pokeball,caterpie,0.45914997477853253,110
pokeball,caterpie,0.2650439767556378,110
pokeball,caterpie,0.28605495094590155,110
pokeball,caterpie,0.3331683572138661,110
pokeball,caterpie,0.30251631574637894,110
pokeball,caterpie,0.32081596991328415,110
pokeball,caterpie,0.29565272420920213,110
pokeball,caterpie,0.24781805323139092,110
pokeball,caterpie,0.3450407139387057,110
pokeball,caterpie,0.3114286959492686,110
pokeball,caterpie,0.315415954499114,110
pokeball,caterpie,0.2840896617292128,110
pokeball,caterpie,0.23780521154025575,110
pokeball,caterpie,0.28653913285917343,110
pokeball,caterpie,0.33833594054009286,110
pokeball,caterpie,0.29726462121549235,110
pokeball,caterpie,0.35119797012659687,110
pokeball,caterpie,0.2914512283177577,110
pokeball,caterpie,0.4098466665995755,110
pokeball,caterpie,0.28822766181758763,110
pokeball,caterpie,0.3287474792878083,110
pokeball,caterpie,0.3797407887787697,110
pokeball,caterpie,0.39412543265003175,110
pokeball,caterpie,0.28450603261757573,110
pokeball,caterpie,0.34262923517301475,110
pokeball,caterpie,0.356298871159368,110
pokeball,caterpie,0.37181370107513256,110
pokeball,caterpie,0.41922795873890667,110
pokeball,caterpie,0.3091590371501644,110
pokeball,caterpie,0.3843069865459351,110
pokeball,caterpie,0.26749048272889225,110
pokeball,caterpie,0.28409751181817244,110
pokeball,caterpie,0.33835215458455203,110
pokeball,caterpie,0.3049815895391213,110
pokeball,caterpie,0.3241643883366577,110
pokeball,caterpie,0.356133100619214,110
pokeball,caterpie,0.3498905927208966,110
pokeball,caterpie,0.35733332471237167,110
pokeball,caterpie,0.34023786084394336,110
